Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS,Trade Value,Predicted Trade Value (DecisionTree),Predicted Trade Value (RandomForest),Predicted Trade Value (GradientBoosting),Predicted WLp (DecisionTree),Predicted WLp (RandomForest),Predicted WLp (GradientBoosting),Predicted SRS (DecisionTree),Predicted SRS (RandomForest),Predicted SRS (GradientBoosting)
308,Naji Marshall,SF,25,11.4,-1.9,0.1,2.5,0.274924471,0.23364486,0.288,0.630493741,0.512,1.63,-0.114560286,-0.038853255,0.001435544,0.029350198,0.508199225,0.507789807,0.501043636,0.308763566,0.295673654,0.078235642
280,Jock Landale,C,27,16.4,-1.1,0.2,2.7,0.19939577,0.093457944,0.328,0.344645341,0.549,2.08,-0.152361858,-0.07086073,-0.000435969,-0.01001042,0.500202381,0.50019914,0.498969129,0.008038095,0.011197132,0.157084661
277,Jonathan Kuminga,PF,20,13.3,-1.7,0.1,2.4,0.299093656,0.177570093,0.272,0.49123783,0.537,1.66,-0.115471001,-0.043073361,-0.005623614,0.027152979,0.49805314,0.498016101,0.506672828,-0.06852657,-0.072388191,-0.06090052
1,Precious Achiuwa,C,23,15.2,-2.3,-0.1,2.2,0.277945619,0.08411215,0.48,0.402885953,0.5,1.59,-0.124658291,-0.021342444,-0.005915139,0.034392027,0.504676727,0.504578297,0.5090658,0.217796781,0.214176249,0.078235642
170,Eric Gordon,SG,34,12.25,-1.3,0.05,1.15,0.364048338,0.23364486,0.152,0.350504172,0.4025,-3.655,-0.339913712,-0.079440394,-0.008117132,-0.05604552,0.492780797,0.491827704,0.508191933,-0.254981884,-0.302217811,0.17984013
258,Cory Joseph,PG,31,12.1,-1.5,0.2,1.8,0.208459215,0.327102804,0.136,0.432823366,0.207,-7.73,-0.299409392,0.043294018,-0.008843837,-0.004279388,0.500224656,0.500701738,0.501930915,-0.019536082,-0.000639749,0.157084661
347,Marcus Morris,PF,33,10.5,-1.9,0,2,0.33836858,0.168224299,0.32,0.643636996,0.537,0.31,-0.198581872,-0.121576025,-0.014835455,0.038517094,0.495860902,0.496115045,0.501034159,-0.289736842,-0.275107813,-0.143552262
195,Joe Harris,SF,31,10.6,-1.1,0.3,2.6,0.229607251,0.130841121,0.176,0.537413074,0.549,1.03,-0.295652251,-0.01027856,-0.020857047,-0.065148655,0.500224656,0.500701738,0.506805137,-0.019536082,-0.000639749,0.215970344
364,Jaylen Nowell,SG,23,13.7,-2.5,-0.2,1.2,0.326283988,0.186915888,0.208,0.441342142,0.512,-0.22,-0.298575582,0.143443648,-0.021881834,0.039948135,0.504676727,0.504578297,0.509017784,0.217796781,0.214176249,-0.19167868
100,Pat Connaughton,SF,30,10,-1,0.3,2.5,0.229607251,0.121495327,0.368,0.509283727,0.707,3.61,-0.210954913,-0.01027856,-0.024075278,-0.094022423,0.487382096,0.486751871,0.498969129,-0.40930131,-0.427481533,0.215970344
504,Trendon Watford,PF,22,13.6,-1.8,0.1,2.1,0.223564955,0.196261682,0.304,0.416933241,0.402,-3.96,-0.1885198,-0.077476384,-0.025991924,-0.045832809,0.501837292,0.502055693,0.503111538,0.104802059,0.108047752,0.403627841
71,Reggie Bullock,SF,31,7.7,-2.6,-0.4,2.8,0.217522659,0.130841121,0.288,0.831815021,0.463,-0.14,-0.331607361,0.015050538,-0.032806447,0.035016587,0.500224656,0.500701738,0.507630988,-0.019536082,-0.000639749,0.618731842
450,Dennis Smith Jr.,PG,25,11.6,-2.2,-0.1,1.1,0.265861027,0.448598131,0.248,0.491550765,0.329,-5.89,-0.190280672,-0.119660592,-0.035493473,-0.009310267,0.508199225,0.507789807,0.505157725,0.308763566,0.295673654,0.027654225
264,Luke Kennard,SG,26,13.25,0.75,0.4,1.7,0.288519637,0.158878505,0.22,0.235796245,0.5795,1.955,-0.194623016,-0.110402777,-0.040190486,0.00524004,0.500747852,0.50146367,0.497704395,0.054269759,0.07064454,-0.182556967
171,Devonte' Graham,PG,27,12.7,-0.1,0.3,1.3,0.276435045,0.289719626,0.156,0.239168985,0.39,-4.095,-0.259189736,0.007210431,-0.042294846,-0.021189424,0.500202381,0.50019914,0.512657225,0.008038095,0.011197132,0.078235642
360,Georges Niang,PF,29,10.9,-1.4,0.2,2.5,0.247734139,0.093457944,0.192,0.53178025,0.659,4.37,-0.310453703,-0.061494397,-0.043156706,-0.060975375,0.503932624,0.504477885,0.498969129,0.109143026,0.122744987,0.085858823
70,Thomas Bryant,C,25,16.65,-2.15,0.35,2.05,0.252265861,0.037383178,0.404,0.192941586,0.585,1.735,-0.222725536,-0.130853922,-0.048687589,-0.01488122,0.508199225,0.507789807,0.504655225,0.308763566,0.295673654,0.085858823
409,Paul Reed,C,23,19.2,-0.1,0.4,2.8,0.126888218,0.037383178,0.304,0.265611961,0.659,4.37,-0.10072756,0.035094169,-0.051283983,-0.077401316,0.504676727,0.504578297,0.497990061,0.217796781,0.214176249,0.320191099
275,Luke Kornet,C,27,16.7,1,0.6,3.3,0.114803625,0.074766355,0.232,0.282927677,0.695,6.38,-0.109331107,0.021961075,-0.055956018,-0.075265544,0.500202381,0.50019914,0.47695357,0.008038095,0.011197132,0.169151186
476,Obi Toppin,PF,24,13.6,-0.5,0.4,2.1,0.223564955,0.093457944,0.224,0.369853964,0.573,2.99,-0.229152264,-0.029707967,-0.057067227,0.004572464,0.506668716,0.506953653,0.492476217,0.245491803,0.252771118,0.403627841
107,Seth Curry,SG,32,12.3,-2.1,0,1.8,0.277945619,0.14953271,0.128,0.427294854,0.549,1.03,-0.416811184,0.017935592,-0.06289369,-0.071450638,0.498590909,0.497803163,0.50854816,-0.096093074,-0.113315079,0.078235642
441,Shaedon Sharpe,SG,19,11.5,-3.3,-0.6,1.2,0.299093656,0.112149533,0.24,0.625591099,0.402,-3.96,-0.381477742,-0.025005163,-0.06871852,-0.059449922,0.498444444,0.497694561,0.504726227,-0.062469136,-0.080754238,-0.06090052
228,Joe Ingles,SF,35,10.7,-0.7,0.3,2.3,0.208459215,0.308411215,0.224,0.370201669,0.707,3.61,-0.267799816,-0.004483634,-0.069647018,-0.060863885,0.513083333,0.513512435,0.501105064,0.448541667,0.456578499,0.157084661
470,Cam Thomas,SG,21,14.7,-2.7,-0.2,1,0.320241692,0.130841121,0.136,0.334700974,0.549,1.03,-0.403756412,-0.100339182,-0.070900006,-0.03259913,0.504073129,0.503952846,0.511575045,0.152942177,0.159337781,-0.259403017
181,Josh Green,SG,22,11.2,-2.4,-0.2,2.6,0.274924471,0.158878505,0.24,0.543358832,0.463,-0.14,-0.262626324,-0.015783035,-0.071372663,-0.049716962,0.501837292,0.502055693,0.501034159,0.104802059,0.108047752,0.078235642
61,Dillon Brooks,SF,27,9.4,-3.9,-1.1,1.6,0.432024169,0.242990654,0.264,0.779659249,0.622,3.6,-0.312805198,0.008220144,-0.07281576,-0.003101776,0.500202381,0.50019914,0.483044408,0.008038095,0.011197132,-0.138140213
375,Victor Oladipo,SG,30,10.6,-2.1,0,0.6,0.32326284,0.327102804,0.24,0.393011127,0.537,-0.13,-0.338514239,-0.013678043,-0.076002167,-0.050866616,0.487382096,0.486751871,0.502664327,-0.40930131,-0.427481533,-0.118129831
178,JaMychal Green,PF,32,15.5,-0.5,0.3,2.2,0.193353474,0.08411215,0.288,0.281293463,0.537,1.66,-0.25288162,-0.147296303,-0.078915748,-0.096753868,0.498590909,0.497803163,0.492785052,-0.096093074,-0.113315079,0.157084661
358,Aaron Nesmith,SF,23,10.5,-3,-0.4,2,0.305135952,0.121495327,0.304,0.639394993,0.427,-2.91,-0.297122912,-0.158102569,-0.080976281,-0.042866077,0.504676727,0.504578297,0.496752079,0.217796781,0.214176249,-0.06090052
387,Aleksej Pokusevski,PF,21,13.4,0,0.3,1,0.244712991,0.177570093,0.376,0.250208623,0.488,0.96,-0.166449812,-0.110402777,-0.082689401,-0.073728411,0.504073129,0.503952846,0.515781378,0.152942177,0.159337781,0.085858823
285,Damion Lee,SG,30,10.7,-1.7,0.1,2.6,0.247734139,0.121495327,0.24,0.530041725,0.549,2.08,-0.29825071,-0.128730612,-0.092690009,-0.110265251,0.487382096,0.486751871,0.500801775,-0.40930131,-0.427481533,0.085858823
331,Chimezie Metu,PF,25,17.3,-0.1,0.3,2.1,0.148036254,0.056074766,0.24,0.242489569,0.585,2.3,-0.238382058,-0.07335381,-0.09359895,-0.165619239,0.508199225,0.507789807,0.495341264,0.308763566,0.295673654,0.293479083
240,Ty Jerome,SG,25,12.8,-0.8,0.3,2.1,0.208459215,0.280373832,0.136,0.289325452,0.537,1.66,-0.27110639,0.098291908,-0.093669312,-0.067080386,0.508199225,0.507789807,0.507893722,0.308763566,0.295673654,0.157084661
194,Gary Harris,SG,28,10.5,-0.7,0.4,2.3,0.250755287,0.112149533,0.16,0.4195758,0.415,-2.39,-0.324205664,-0.093103499,-0.094306094,-0.026056751,0.496944006,0.498272086,0.492476217,-0.087681388,-0.035907137,0.085858823
512,Aaron Wiggins,SG,24,12.2,-2.1,0,2.6,0.205438066,0.102803738,0.24,0.456710709,0.488,0.96,-0.320880443,-0.019612848,-0.107982524,-0.191413451,0.506668716,0.506953653,0.500801775,0.245491803,0.252771118,0.157084661
279,Anthony Lamb,SF,25,10.9,-1.1,0.3,2.4,0.202416918,0.140186916,0.28,0.421522949,0.537,1.66,-0.262985123,-0.176142309,-0.110771569,-0.136542576,0.508199225,0.507789807,0.501055291,0.308763566,0.295673654,0.157084661
252,Derrick Jones Jr.,PF,25,13.8,-0.4,0.3,2.4,0.151057402,0.046728972,0.192,0.314673157,0.488,1.37,-0.332202152,0.021745852,-0.112495514,-0.209048878,0.508199225,0.507789807,0.494256739,0.308763566,0.295673654,0.158009207
193,Montrezl Harrell,C,29,17.6,-1.3,0.1,2.2,0.16918429,0.056074766,0.224,0.240229485,0.659,4.37,-0.32544455,-0.159607744,-0.115199918,-0.127491868,0.503932624,0.504477885,0.499267874,0.109143026,0.122744987,-0.01887161
357,Andrew Nembhard,SG,23,10,-3.2,-0.6,1.2,0.287009063,0.420560748,0.216,0.729694019,0.427,-2.91,-0.242646181,-0.116320148,-0.116579282,0.049420736,0.504676727,0.504578297,0.505157725,0.217796781,0.214176249,-0.182556967
535,Thaddeus Young,PF,34,14.1,0.1,0.4,1.8,0.132930514,0.130841121,0.248,0.280841446,0.5,1.59,-0.318846879,-0.112097976,-0.117144445,-0.183438365,0.492780797,0.491827704,0.502878527,-0.254981884,-0.302217811,0.180733291
191,Jaden Hardy,SG,20,14.6,-2.3,0,0.7,0.265861027,0.130841121,0.152,0.250625869,0.463,-0.14,-0.434941401,-0.099811647,-0.11746945,-0.138320891,0.49805314,0.498016101,0.511575045,-0.06852657,-0.072388191,0.027654225
355,Svi Mykhailiuk,SF,25,13.8,-0.5,0.2,0.7,0.320241692,0.252336449,0.192,0.155945758,0.329,-5.89,-0.290413501,-0.151367622,-0.122582153,-0.053857586,0.508199225,0.507789807,0.508627133,0.308763566,0.295673654,-0.259403017
31,Charles Bassey,C,22,18.8,0.6,0.3,1.3,0.172205438,0.121495327,0.44,0.180980529,0.268,-9.82,-0.047753319,-0.12709871,-0.124269014,-0.071782474,0.501837292,0.502055693,0.494407161,0.104802059,0.108047752,-0.01887161
155,Wenyen Gabriel,C,25,14.4,-2.2,-0.1,2.8,0.166163142,0.046728972,0.336,0.360605007,0.524,0.43,-0.311700186,-0.127605057,-0.133518049,-0.191612231,0.508199225,0.507789807,0.502582297,0.308763566,0.295673654,-0.01887161
299,Kevin Love,PF,34,12.95,0.15,0.4,1.3,0.244712991,0.177570093,0.5,0.221835883,0.5795,2.55,-0.1571455,-0.215329994,-0.136305434,-0.073321639,0.492780797,0.491827704,0.511201964,-0.254981884,-0.302217811,0.085858823
43,Bismack Biyombo,C,30,14.4,-0.9,0.2,1.9,0.129909366,0.08411215,0.344,0.308171071,0.549,2.08,-0.31298618,-0.147296303,-0.140466201,-0.232645849,0.487382096,0.486751871,0.498372056,-0.40930131,-0.427481533,-0.745325906
498,T.J. Warren,PF,29,14.3,-2,0,0.8,0.287009063,0.102803738,0.224,0.176216968,0.549,1.03,-0.466944927,-0.151075767,-0.146334448,-0.15644067,0.503932624,0.504477885,0.473706084,0.109143026,0.122744987,-0.182556967
204,Killian Hayes,PG,21,10.2,-3.8,-1,-0.5,0.311178248,0.579439252,0.232,0.75810153,0.207,-7.73,-0.268738148,-0.17425513,-0.147622362,0.039161827,0.504073129,0.503952846,0.368684613,0.152942177,0.159337781,0.253813793
36,Malik Beasley,SG,26,10.6,-2.25,0.05,0.7,0.370090634,0.135514019,0.276,0.37199235,0.4875,-0.3,-0.379356615,-0.258107915,-0.148106546,-0.107907531,0.500747852,0.50146367,0.505825198,0.054269759,0.07064454,0.034357884
104,Jae Crowder,PF,32,14.6,1.2,0.3,1.2,0.208459215,0.140186916,0.304,0.124095967,0.707,3.61,-0.267574095,-0.259721159,-0.155080538,-0.175399103,0.498590909,0.497803163,0.500172483,-0.096093074,-0.113315079,0.157084661
530,James Wiseman,C,21,16.05,-3,-0.2,0.7,0.296072508,0.065420561,0.464,0.156589013,0.372,-3.035,-0.332109345,-0.153953263,-0.155377816,-0.169185716,0.504073129,0.503952846,0.50100497,0.152942177,0.159337781,0.288609549
413,Josh Richardson,SG,29,11.75,-1.2,0.15,0.9,0.287009063,0.228971963,0.208,0.273452712,0.39,-4.095,-0.3717532,-0.154744782,-0.155826449,-0.158793831,0.503932624,0.504477885,0.504161841,0.109143026,0.122744987,-0.182556967
159,Luka Garza,C,24,23,-0.4,0.1,1.1,0.196374622,0.056074766,0.184,0.086821975,0.512,-0.22,-0.240352121,-0.133601141,-0.167674193,-0.099693418,0.506668716,0.506953653,0.500749111,0.245491803,0.252771118,0.157084661
520,Jeenathan Williams,SG,23,15.5,-3,0,0.3,0.320241692,0.186915888,0.24,0.052294854,0.402,-3.96,-0.450543292,-0.337890729,-0.173407014,-0.213553981,0.504676727,0.504578297,0.505572995,0.217796781,0.214176249,-0.259403017
185,Rui Hachimura,PF,24,13.15,-2.25,-0.05,0.9,0.341389728,0.088785047,0.36,0.262291377,0.4755,-0.315,-0.339600536,-0.195636576,-0.181177987,-0.143225514,0.506668716,0.506953653,0.500696135,0.245491803,0.252771118,-0.119744324
306,Boban Marjanović,C,34,23.4,1.6,0.2,0.6,0.099697885,0.028037383,0.152,0.060674548,0.268,-7.62,-0.312856361,-0.195083074,-0.183896487,-0.193411153,0.492780797,0.491827704,0.50945891,-0.254981884,-0.302217811,0.010610273
487,Gabe Vincent,PG,26,9,-3.4,-0.6,1.4,0.283987915,0.23364486,0.168,0.619923505,0.537,-0.13,-0.468210508,-0.116320148,-0.185211887,-0.091895881,0.500747852,0.50146367,0.504903546,0.054269759,0.07064454,0.078235642
462,Edmond Sumner,SG,27,14,-2.6,-0.1,1.3,0.214501511,0.121495327,0.12,0.260048679,0.549,1.03,-0.5352343,-0.166218717,-0.187298404,-0.187112456,0.500202381,0.50019914,0.508775924,0.008038095,0.011197132,-0.010412183
179,Javonte Green,SF,29,14.5,1.4,0.4,1.4,0.157099698,0.065420561,0.224,0.171418637,0.488,1.37,-0.32193451,-0.223459452,-0.191685035,-0.194593253,0.503932624,0.504477885,0.494363077,0.109143026,0.122744987,0.402478177
87,Julian Champagnie,SF,21,13.8,-3,-0.1,0.4,0.332326284,0.065420561,0.32,0.115403338,0.268,-9.82,-0.478774162,-0.237821334,-0.194052834,-0.178501757,0.504073129,0.503952846,0.501590273,0.152942177,0.159337781,-0.143552262
430,Dario Šarić,C,28,15.9,-0.2,0.1,0.7,0.223564955,0.08411215,0.264,0.098991655,0.488,0.96,-0.384026912,-0.171583147,-0.196297712,-0.233664195,0.496944006,0.498272086,0.49929541,-0.087681388,-0.035907137,0.403627841
158,Usman Garuba,C,20,12.9,-1.4,0.2,1.8,0.090634441,0.08411215,0.328,0.341063978,0.268,-7.62,-0.345158918,-0.192003892,-0.196599008,-0.313576657,0.49805314,0.498016101,0.450540556,-0.06852657,-0.072388191,0.140500398
456,Jeremy Sochan,PF,19,11.4,-4,-0.7,0.2,0.332326284,0.23364486,0.424,0.515299026,0.268,-9.82,-0.333911516,-0.298644338,-0.199500949,-0.187337992,0.498444444,0.497694561,0.507336955,-0.062469136,-0.080754238,-0.143552262
439,Landry Shamet,SG,25,10.9,-1.4,0.1,1.2,0.262839879,0.214953271,0.136,0.286926287,0.549,2.08,-0.429656294,-0.154744782,-0.203233467,-0.213028005,0.508199225,0.507789807,0.508191933,0.308763566,0.295673654,-0.195436391
448,Jericho Sims,C,24,13.8,-0.5,0.3,2.6,0.102719033,0.046728972,0.376,0.287065369,0.573,2.99,-0.252701802,-0.260580048,-0.205055775,-0.258969447,0.506668716,0.506953653,0.458983157,0.245491803,0.252771118,0.010610273
502,Yuta Watanabe,SF,28,12.1,-0.6,0.3,2.1,0.16918429,0.074766355,0.192,0.327538248,0.549,1.03,-0.389628306,-0.237026147,-0.205988085,-0.171438604,0.496944006,0.498272086,0.492785052,-0.087681388,-0.035907137,-0.01887161
77,Jamal Cain,PF,23,16.5,0.8,0.2,0.8,0.163141994,0.065420561,0.232,0.087378303,0.537,-0.13,-0.345262768,-0.303170609,-0.206531175,-0.229561134,0.504676727,0.504578297,0.496367722,0.217796781,0.214176249,-1.329342062
324,Doug McDermott,SF,31,11.2,-3.2,-0.4,1,0.3081571,0.130841121,0.176,0.463317107,0.268,-9.82,-0.532626122,-0.280588222,-0.21613185,-0.154211495,0.500224656,0.500701738,0.511575045,-0.019536082,-0.000639749,-0.158412861
418,Jeremiah Robinson-Earl,PF,22,13,-1.5,0.1,1.9,0.205438066,0.093457944,0.336,0.288908206,0.488,0.96,-0.306304064,-0.05785989,-0.220876925,-0.251719073,0.501837292,0.502055693,0.500801775,0.104802059,0.108047752,0.157084661
323,Jalen McDaniels,SF,25,12.05,-2.3,-0.05,1.4,0.261329305,0.130841121,0.32,0.339568846,0.494,-0.76,-0.365521596,-0.349743292,-0.222775663,-0.17241409,0.508199225,0.507789807,0.510912793,0.308763566,0.295673654,0.085858823
112,Terence Davis,SG,25,12.9,-1.5,0.1,0.9,0.202416918,0.093457944,0.176,0.296279555,0.585,2.3,-0.475566016,-0.05785989,-0.227840399,-0.251719073,0.508199225,0.507789807,0.504745832,0.308763566,0.295673654,0.157084661
295,Kenneth Lofton Jr.,PF,20,20.2,-0.4,0.1,0.5,0.151057402,0.074766355,0.168,0.063038943,0.622,3.6,-0.363449253,-0.133601141,-0.235443256,-0.252756121,0.49805314,0.498016101,0.496729109,-0.06852657,-0.072388191,0.158009207
183,Blake Griffin,C,33,13.1,0.1,0.3,1.8,0.123867069,0.140186916,0.304,0.201981919,0.695,6.38,-0.35199446,-0.193691145,-0.239846948,-0.332168748,0.495860902,0.496115045,0.496222774,-0.289736842,-0.275107813,0.408765468
39,Patrick Beverley,SG,34,8.3,-1.8,0.1,1.8,0.193353474,0.242990654,0.248,0.42972879,0.524,0.43,-0.437880061,-0.213107418,-0.242589891,-0.238780724,0.492780797,0.491827704,0.493536343,-0.254981884,-0.302217811,0.157084661
464,Jae'Sean Tate,SF,27,12.2,-3.5,-0.3,0.7,0.274924471,0.252336449,0.304,0.242280946,0.268,-7.62,-0.471293815,-0.225780992,-0.243508971,-0.195545801,0.500202381,0.50019914,0.514342051,0.008038095,0.011197132,0.078235642
39,Patrick Beverley,PG,34,10.1,-0.2,0.3,1.2,0.175226586,0.327102804,0.392,0.219228095,0.488,1.37,-0.29038292,-0.363549457,-0.251500299,-0.197849332,0.492780797,0.491827704,0.50793647,-0.254981884,-0.302217811,-0.01887161
495,Kemba Walker,PG,32,15,-0.3,0.1,0.3,0.241691843,0.196261682,0.144,0.054937413,0.463,-0.14,-0.473245038,-0.311830998,-0.251741446,-0.267699412,0.498590909,0.497803163,0.504747144,-0.096093074,-0.113315079,0.249142726
337,Davion Mitchell,PG,24,9.4,-2.8,-0.3,1.5,0.16918429,0.214953271,0.104,0.508727399,0.585,2.3,-0.542822805,-0.24055472,-0.253963542,-0.248471649,0.506668716,0.506953653,0.505624811,0.245491803,0.252771118,-0.01887161
328,Jordan McLaughlin,PG,26,11.8,-0.7,0.2,1.3,0.111782477,0.317757009,0.112,0.24054242,0.512,-0.22,-0.428004687,-0.307534753,-0.256937925,-0.29063172,0.500747852,0.50146367,0.507030563,0.054269759,0.07064454,0.169151186
57,Christian Braun,SG,21,10.3,-2.4,-0.1,1.9,0.141993958,0.074766355,0.192,0.415333797,0.646,3.04,-0.520629142,-0.353328999,-0.258444636,-0.331074357,0.504073129,0.503952846,0.50111061,0.152942177,0.159337781,0.178129397
66,Moses Brown,C,23,22.7,-0.4,0.1,1.1,0.13897281,0.009345794,0.328,0.102399166,0.537,0.31,-0.21291274,-0.337222306,-0.264059597,-0.151848454,0.504676727,0.504578297,0.483533524,0.217796781,0.214176249,0.178129397
203,Jaxson Hayes,C,22,13.7,-1.2,0.1,1.5,0.151057402,0.065420561,0.224,0.215924896,0.512,1.63,-0.441371348,-0.224903091,-0.264837417,-0.328045998,0.501837292,0.502055693,0.501791236,0.104802059,0.108047752,0.158009207
248,Stanley Johnson,SF,26,13.5,-1,0.1,0.7,0.175226586,0.205607477,0.256,0.167802503,0.268,-9.82,-0.412126517,-0.309832338,-0.267204956,-0.286201765,0.500747852,0.50146367,0.506229744,0.054269759,0.07064454,-0.01887161
423,Terrence Ross,SG,31,11.4,-1.3,-0.05,0.8,0.256797583,0.154205607,0.212,0.237639082,0.482,-0.155,-0.499601189,-0.349743292,-0.269800465,-0.252179216,0.500224656,0.500701738,0.504152365,-0.019536082,-0.000639749,0.085858823
257,DeAndre Jordan,C,34,14.7,-1.8,0,1.4,0.15407855,0.08411215,0.416,0.208275382,0.646,3.04,-0.406793103,-0.165057672,-0.279800165,-0.317003793,0.492780797,0.491827704,0.504392415,-0.254981884,-0.302217811,0.158009207
399,Taurean Prince,PF,28,10,-3.3,-0.4,1.3,0.274924471,0.14953271,0.192,0.421453408,0.512,-0.22,-0.553714269,-0.292643547,-0.281240593,-0.222350773,0.496944006,0.498272086,0.510193232,-0.087681388,-0.035907137,0.078235642
440,Day'Ron Sharpe,C,21,17.8,-2.3,0,1.6,0.141993958,0.074766355,0.336,0.195236439,0.549,1.03,-0.325829011,-0.214276712,-0.28175355,-0.22790085,0.504073129,0.503952846,0.503623883,0.152942177,0.159337781,0.178129397
34,Darius Bazley,C,22,12.9,-1,0.1,0.9,0.163141994,0.08411215,0.272,0.197635605,0.488,0.96,-0.448567659,-0.317260637,-0.281756314,-0.339734747,0.501837292,0.502055693,0.50322202,0.104802059,0.108047752,-1.329342062
519,Jaylin Williams,C,20,11.2,-1.7,0.1,1.9,0.178247734,0.14953271,0.392,0.323609179,0.488,0.96,-0.290262073,-0.324585885,-0.283006046,-0.303135135,0.49805314,0.498016101,0.50854816,-0.06852657,-0.072388191,-0.01887161
368,Jordan Nwora,SF,24,12.2,-2.1,0,0.75,0.287009063,0.144859813,0.312,0.212847705,0.567,0.35,-0.411414978,-0.349743292,-0.28409848,-0.205507585,0.506668716,0.506953653,0.505825198,0.245491803,0.252771118,-0.182556967
302,Théo Maledon,PG,21,11.6,-2.5,-0.1,0.8,0.202416918,0.327102804,0.224,0.302990264,0.329,-5.89,-0.400004187,-0.432900751,-0.284745775,-0.229424031,0.504073129,0.503952846,0.504732229,0.152942177,0.159337781,0.157084661
473,Matisse Thybulle,SG,25,11,-1.2,0.1,0.9,0.223564955,0.130841121,0.28,0.220688456,0.402,-3.96,-0.449074831,-0.189206605,-0.29080702,-0.304436578,0.508199225,0.507789807,0.510749193,0.308763566,0.295673654,0.403627841
238,Reggie Jackson,PG,32,9.65,-4.4,-0.45,0.35,0.283987915,0.308411215,0.16,0.295305981,0.5915,1.675,-0.674280586,-0.248535516,-0.295664591,-0.310270166,0.498590909,0.497803163,0.505013589,-0.096093074,-0.113315079,0.078235642
503,Lindy Waters III,SG,25,11.8,0.1,0.3,1.1,0.157099698,0.065420561,0.144,0.188456189,0.488,0.96,-0.50266983,-0.366342097,-0.29608699,-0.294920988,0.508199225,0.507789807,0.500397814,0.308763566,0.295673654,0.402478177
354,Mike Muscala,C,31,12.7,-0.65,0.2,1.25,0.182779456,0.070093458,0.26,0.168932545,0.5915,3.67,-0.473283838,-0.309832338,-0.299574373,-0.261062289,0.500224656,0.500701738,0.500759201,-0.019536082,-0.000639749,-0.01887161
4,Ochai Agbaji,SG,22,9.5,-3,-0.3,1.3,0.238670695,0.102803738,0.168,0.426808067,0.451,-1.03,-0.567549951,-0.315635035,-0.300870519,-0.286571135,0.501837292,0.502055693,0.508775924,0.104802059,0.108047752,-0.382851857
429,Luka Šamanić,PF,23,11,-2.1,0,0.2,0.299093656,0.196261682,0.344,0.063282337,0.451,-1.03,-0.476672613,-0.321643767,-0.301536077,-0.273490797,0.504676727,0.504578297,0.506213256,0.217796781,0.214176249,-0.06090052
80,Vlatko Čančar,PF,25,11,-1.8,0,1.7,0.151057402,0.121495327,0.168,0.313560501,0.646,3.04,-0.520768391,-0.223033678,-0.304759706,-0.374271,0.508199225,0.507789807,0.503315048,0.308763566,0.295673654,0.158009207
294,Isaiah Livers,PF,24,8.4,-2.4,-0.1,1,0.202416918,0.074766355,0.224,0.424235049,0.207,-7.73,-0.580486135,-0.332633199,-0.305906574,-0.316608703,0.506668716,0.506953653,0.505054667,0.245491803,0.252771118,0.157084661
146,Dorian Finney-Smith,PF,29,8.85,-2.4,0,1.05,0.246223565,0.144859813,0.384,0.358988178,0.506,0.445,-0.449535633,-0.292198348,-0.307063568,-0.304300835,0.503932624,0.504477885,0.505825198,0.109143026,0.122744987,0.085858823
180,Jeff Green,PF,36,11,-3.4,-0.4,1.7,0.235649547,0.112149533,0.208,0.385431154,0.646,3.04,-0.606107706,-0.347504577,-0.311489147,-0.315985763,0.519456522,0.519684744,0.504401652,0.540434783,0.571124204,0.128252138
42,Goga Bitadze,C,23,16.8,0.1,0.1,0.7,0.137462236,0.098130841,0.3,0.083031989,0.421,-2.65,-0.346509702,-0.302543126,-0.314354626,-0.282409461,0.504676727,0.504578297,0.496058887,0.217796781,0.214176249,0.399658438
493,Ish Wainright,SF,28,9.2,-1.2,0.2,1.7,0.126888218,0.08411215,0.184,0.322774687,0.549,2.08,-0.558154363,-0.305370227,-0.319046234,-0.390930526,0.496944006,0.498272086,0.500885329,-0.087681388,-0.035907137,0.320191099
490,Dean Wade,PF,26,8.5,-0.7,0.3,1.8,0.141993958,0.074766355,0.272,0.316168289,0.622,5.23,-0.471637858,-0.291491318,-0.321564251,-0.393727644,0.500747852,0.50146367,0.492785052,0.054269759,0.07064454,0.178129397
55,Malaki Branham,SG,19,9.5,-5.2,-1.3,-0.1,0.3081571,0.177570093,0.216,0.546418637,0.268,-9.82,-0.684065828,-0.324002315,-0.330245484,-0.352490016,0.498444444,0.497694561,0.514049456,-0.062469136,-0.080754238,-0.158412861
115,Dewayne Dedmon,C,33,15.6,-1.8,0,0.8,0.172205438,0.046728972,0.288,0.125069541,0.537,-0.13,-0.531052607,-0.338230448,-0.330669613,-0.304726822,0.495860902,0.496115045,0.506526353,-0.289736842,-0.275107813,-0.01887161
286,Saben Lee,PG,23,13.1,-1.8,0,0.7,0.190332326,0.261682243,0.16,0.131015299,0.549,2.08,-0.486389462,-0.334283867,-0.332475935,-0.334456566,0.504676727,0.504578297,0.511520887,0.217796781,0.214176249,0.145379025
529,Justise Winslow,PF,26,9.3,-2.8,-0.2,0.4,0.205438066,0.317757009,0.4,0.278442281,0.402,-3.96,-0.449503466,-0.351922607,-0.343962014,-0.323695093,0.500747852,0.50146367,0.505317532,0.054269759,0.07064454,0.157084661
