Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS,Trade Value,Predicted Trade Value (DecisionTree),Predicted Trade Value (RandomForest),Predicted Trade Value (GradientBoosting),Predicted WLp (DecisionTree),Predicted WLp (RandomForest),Predicted WLp (GradientBoosting),Predicted SRS (DecisionTree),Predicted SRS (RandomForest),Predicted SRS (GradientBoosting)
249,Nikola Jokić,C,27,31.5,13,8.8,14.9,0.740181269,0.91588785,0.944,0.818741307,0.646,3.04,3.955225084,3.74163066,3.667284371,3.602228057,0.500202381,0.50019914,0.55403183,0.008038095,0.011197132,0.613455876
143,Joel Embiid,C,28,31.4,9.2,6.4,12.3,1,0.392523364,0.816,0.805493741,0.659,4.37,3.126370632,2.962339798,2.882632648,2.780788653,0.496944006,0.498272086,0.597377198,-0.087681388,-0.035907137,-1.038744674
125,Luka Dončić,PG,23,28.7,8.9,6.6,10.2,0.978851964,0.747663551,0.688,0.84325452,0.463,-0.14,3.101828934,3.035719248,2.875094408,2.916399622,0.504676727,0.504578297,0.446024334,0.217796781,0.214176249,-0.734405428
11,Giannis Antetokounmpo,PF,28,29,8.5,5.4,8.6,0.939577039,0.53271028,0.944,0.71422114,0.707,3.61,2.786326718,2.719920281,2.585095295,2.555053475,0.496944006,0.498272086,0.55680787,-0.087681388,-0.035907137,0.125311302
164,Shai Gilgeous-Alexander,PG,24,27.2,7.3,5.6,11.4,0.948640483,0.514018692,0.384,0.851703755,0.488,0.96,2.605629755,2.633609455,2.557997374,2.579286546,0.506668716,0.506953653,0.57886401,0.245491803,0.252771118,0.125311302
75,Jimmy Butler,PF,33,27.6,8.7,5.8,12.3,0.6918429,0.495327103,0.472,0.754311544,0.537,-0.13,2.548222848,2.542125966,2.551639805,2.600187031,0.495860902,0.496115045,0.531736693,-0.289736842,-0.275107813,-0.917439976
428,Domantas Sabonis,C,26,23.5,5.8,5.4,12.6,0.577039275,0.682242991,0.984,0.962656467,0.585,2.3,2.735580699,2.229484225,2.321226908,2.406509391,0.500747852,0.50146367,0.491740138,0.054269759,0.07064454,0.018144775
292,Damian Lillard,PG,32,26.7,7.1,4.9,9,0.972809668,0.682242991,0.384,0.744541029,0.402,-3.96,2.387456999,2.275647888,2.270466158,2.382923646,0.498590909,0.497803163,0.466809648,-0.096093074,-0.113315079,-4.748541616
465,Jayson Tatum,SF,24,23.7,5.5,5.1,10.5,0.909365559,0.429906542,0.704,0.962065369,0.695,6.38,2.480422884,2.318644744,2.264464529,2.230111401,0.506668716,0.506953653,0.544235206,0.245491803,0.252771118,2.433521648
108,Stephen Curry,PG,34,24.1,7.5,4.7,7.8,0.888217523,0.588785047,0.488,0.686265647,0.537,1.66,2.166414747,2.222580709,2.111781975,2.146505578,0.492780797,0.491827704,0.568177099,-0.254981884,-0.302217811,1.337834526
338,Donovan Mitchell,SG,26,22.9,6.3,5,8.9,0.854984894,0.411214953,0.344,0.857371349,0.622,5.23,2.08413035,1.939985557,2.085891533,2.200162031,0.500747852,0.50146367,0.528510625,0.054269759,0.07064454,-0.339278778
186,Tyrese Haliburton,PG,22,23.6,7.2,4.4,7.6,0.625377644,0.971962617,0.296,0.665716273,0.427,-2.91,2.097941656,2.003323101,2.064099419,2.112775382,0.501837292,0.502055693,0.526282723,0.104802059,0.108047752,-0.228739142
110,Anthony Davis,C,29,27.8,6.3,4,9,0.782477341,0.242990654,1,0.673157163,0.524,0.43,2.261127032,2.023023705,2.029072848,1.950828256,0.503932624,0.504477885,0.519805645,0.109143026,0.122744987,0.79069114
239,LeBron James,PF,38,23.9,6.1,4,5.6,0.873111782,0.635514019,0.664,0.691063978,0.524,0.43,1.990946973,1.962839692,1.929599499,1.872546275,0.50005,0.501848949,0.524324644,-0.4145,-0.311997589,-0.253712538
346,Ja Morant,PG,23,23.3,5.7,3.8,6,0.791540785,0.757009346,0.472,0.687726008,0.622,3.6,1.94648518,1.962839692,1.898780486,1.920477752,0.504676727,0.504578297,0.512506978,0.217796781,0.214176249,0.79069114
405,Julius Randle,PF,28,20.3,3.7,3.9,8.1,0.758308157,0.38317757,0.8,0.963317107,0.573,2.99,1.946163041,1.705333875,1.850841916,1.763592926,0.496944006,0.498272086,0.509417372,-0.087681388,-0.035907137,0.613455876
190,James Harden,PG,33,21.6,5.4,4,8.4,0.634441088,1,0.488,0.754450626,0.659,4.37,2.065518706,1.90247527,1.836925403,1.911160876,0.495860902,0.496115045,0.500287576,-0.289736842,-0.275107813,-0.15979948
536,Trae Young,PG,24,22,3.3,3.4,6.7,0.791540785,0.953271028,0.24,0.894923505,0.5,0.32,1.846460234,1.926102728,1.822534102,1.895071333,0.506668716,0.506953653,0.515012276,0.245491803,0.252771118,0.79069114
69,Jalen Brunson,PG,26,21.2,3.9,3.5,8.7,0.725075529,0.579439252,0.28,0.838664812,0.573,2.99,1.712291547,1.934896551,1.78453059,1.754912657,0.500747852,0.50146367,0.483588417,0.054269759,0.07064454,-1.29819951
288,Kawhi Leonard,SF,31,23.9,6.1,3.5,7.1,0.719033233,0.364485981,0.52,0.618776078,0.537,0.31,1.695237094,1.902820549,1.770697229,1.727448812,0.500224656,0.500701738,0.522635615,-0.019536082,-0.000639749,0.043408843
393,Kristaps Porziņģis,C,27,23.1,4.3,3.4,7.7,0.700906344,0.252336449,0.672,0.747774687,0.427,-1.06,1.701710635,1.977998461,1.747949658,1.745651315,0.500202381,0.50019914,0.488114152,0.008038095,0.011197132,-0.917439976
442,Pascal Siakam,PF,28,20.3,3.1,3.4,7.8,0.731117825,0.542056075,0.624,0.934422809,0.5,1.59,1.801666484,1.777275283,1.694899413,1.679972794,0.496944006,0.498272086,0.483588417,-0.087681388,-0.035907137,-0.711257843
307,Lauri Markkanen,PF,25,22.1,3.8,3.3,8.2,0.773413897,0.177570093,0.688,0.801599444,0.451,-1.03,1.712788188,1.780385914,1.661377382,1.68112911,0.508199225,0.507789807,0.498650271,0.308763566,0.295673654,0.79069114
49,Devin Booker,SG,26,22,4.2,2.9,6,0.839879154,0.514018692,0.36,0.649374131,0.549,2.08,1.529043943,1.778407332,1.661272008,1.571199029,0.500747852,0.50146367,0.521156071,0.054269759,0.07064454,0.960895052
153,De'Aaron Fox,PG,25,21.8,2.5,2.7,7.4,0.755287009,0.570093458,0.336,0.857579972,0.585,2.3,1.557601751,1.68047249,1.646704218,1.589738352,0.508199225,0.507789807,0.455853493,0.308763566,0.295673654,0.613455876
489,Nikola Vučević,C,32,19.1,2.7,3.2,8.3,0.531722054,0.299065421,0.88,0.965751043,0.488,1.37,1.636323421,1.527476956,1.56893373,1.613026554,0.498590909,0.497803163,0.490967049,-0.096093074,-0.113315079,-0.057920829
94,Nic Claxton,C,23,20.8,3.1,2.9,9.2,0.380664653,0.177570093,0.736,0.79933936,0.549,1.03,1.453640094,1.767348289,1.558805227,1.446025479,0.504676727,0.504578297,0.485305774,0.217796781,0.214176249,-0.36649942
117,DeMar DeRozan,SF,33,20.6,2,2.6,8.5,0.740181269,0.476635514,0.368,0.944436718,0.488,1.37,1.498443197,1.66985303,1.518507774,1.564997941,0.495860902,0.496115045,0.480832061,-0.289736842,-0.275107813,0.613455876
214,Jrue Holiday,PG,32,19.2,3.1,2.8,6.7,0.583081571,0.691588785,0.408,0.769680111,0.707,3.61,1.41675436,1.485315515,1.449425322,1.524433753,0.498590909,0.497803163,0.516205243,-0.096093074,-0.113315079,0.018144775
283,Zach LaVine,SG,27,19,1.9,2.7,7.1,0.749244713,0.392523364,0.36,0.974235049,0.488,1.37,1.383096639,1.180621837,1.413326922,1.459605488,0.500202381,0.50019914,0.502790262,0.008038095,0.011197132,0.613455876
157,Darius Garland,PG,23,18.8,2.4,2.7,7.6,0.652567976,0.728971963,0.216,0.862482615,0.622,5.23,1.453119198,1.444185746,1.395320409,1.536485897,0.504676727,0.504578297,0.494247042,0.217796781,0.214176249,0.66880962
527,Zion Williamson,PF,22,25.2,5.8,1.9,3.6,0.785498489,0.429906542,0.56,0.343184979,0.512,1.63,1.3753554,1.268208063,1.394111191,1.287199171,0.501837292,0.502055693,0.521308396,0.104802059,0.108047752,0.79069114
137,Kevin Durant,PF,34,25.25,7.5,1.95,3.4,0.841389728,0.411214953,0.524,0.302086231,0.549,1.555,1.368488975,1.268208063,1.3922534,1.269552623,0.492780797,0.491827704,0.540962093,-0.254981884,-0.302217811,0.960895052
485,Fred VanVleet,PG,28,17,2.5,2.9,6.5,0.583081571,0.672897196,0.328,0.893497914,0.5,1.59,1.345864751,1.485315515,1.384019095,1.489267511,0.496944006,0.498272086,0.516205243,-0.087681388,-0.035907137,0.018144775
3,Bam Adebayo,C,25,20.1,1.5,2.3,7.4,0.616314199,0.299065421,0.736,0.914673157,0.537,-0.13,1.438965259,1.265226859,1.323784794,1.299468655,0.508199225,0.507789807,0.456692545,0.308763566,0.295673654,-0.228739142
339,Evan Mobley,PF,21,17.9,1.7,2.5,8.5,0.489425982,0.261682243,0.72,0.955285118,0.622,5.23,1.405304361,1.391161349,1.291140501,1.283263133,0.504073129,0.503952846,0.46096107,0.152942177,0.159337781,-0.714297449
64,Jaylen Brown,SF,26,19.1,1.3,2,5,0.803625378,0.327102804,0.552,0.848018081,0.695,6.38,1.221497783,1.284747382,1.258822567,1.256781789,0.500747852,0.50146367,0.503204821,0.054269759,0.07064454,-0.749153121
297,Brook Lopez,C,34,18.4,2.1,2.5,8,0.480362538,0.121495327,0.536,0.834979138,0.707,3.61,1.090478573,1.254066396,1.251906533,1.306057639,0.492780797,0.491827704,0.511275704,-0.254981884,-0.302217811,-0.001619706
8,Jarrett Allen,C,24,19.9,2.4,2.4,9.5,0.432024169,0.158878505,0.784,0.782545202,0.622,5.23,1.392023622,1.128302657,1.233801416,1.189872656,0.506668716,0.506953653,0.473956737,0.245491803,0.252771118,-0.138140213
235,Jaren Jackson Jr.,C,23,21.6,2.8,2.2,6.6,0.561933535,0.093457944,0.544,0.630528512,0.622,3.6,1.114132738,1.1212824,1.227118453,1.229587459,0.504676727,0.504578297,0.503012607,0.217796781,0.214176249,0.479611198
437,Alperen Şengün,C,20,19.7,1.4,1.9,5.2,0.447129909,0.364485981,0.72,0.76422114,0.268,-7.62,1.144213567,1.233022278,1.220592578,1.164338338,0.49805314,0.498016101,0.487361452,-0.06852657,-0.072388191,-0.086086511
230,Kyrie Irving,PG,30,21.6,3.8,2.2,4.3,0.818731118,0.495327103,0.408,0.526077886,0.549,1.03,1.253859987,1.146722507,1.181458921,1.263700848,0.487382096,0.486751871,0.511432966,-0.40930131,-0.427481533,1.017057954
140,Anthony Edwards,SG,21,17.4,1,2.1,3.8,0.743202417,0.411214953,0.464,1,0.512,-0.22,1.15688716,1.206725305,1.16045697,1.302503513,0.504073129,0.503952846,0.501590025,0.152942177,0.159337781,0.613455876
24,Desmond Bane,SG,24,19.1,3.5,2.5,5.8,0.649546828,0.411214953,0.4,0.650452017,0.622,3.6,1.22100459,1.121689746,1.152772493,1.213007313,0.506668716,0.506953653,0.507168634,0.245491803,0.252771118,0.66880962
351,Dejounte Murray,SG,26,17,1,2.1,4.7,0.619335347,0.570093458,0.424,0.948331015,0.5,0.32,1.137044296,1.206725305,1.148225142,1.253498337,0.500747852,0.50146367,0.49329773,0.054269759,0.07064454,-0.228739142
163,Josh Giddey,PF,20,17.1,1.2,1.9,4,0.501510574,0.579439252,0.632,0.8331363,0.488,0.96,1.129364928,1.163225582,1.138015577,1.182723398,0.49805314,0.498016101,0.495681631,-0.06852657,-0.072388191,0.211489569
352,Jamal Murray,PG,25,18,1.3,1.8,5.1,0.604229607,0.579439252,0.32,0.752364395,0.646,3.04,1.024952168,1.065900941,1.135580974,1.07521417,0.508199225,0.507789807,0.486137862,0.308763566,0.295673654,0.565442527
380,Chris Paul,PG,37,17.7,3.2,2.5,6.2,0.419939577,0.831775701,0.344,0.667246175,0.549,2.08,1.189056463,1.077814967,1.126031591,1.225121731,0.462916667,0.463911269,0.521762313,-1.46,-1.451458185,-0.138140213
320,CJ McCollum,SG,31,15.6,0.8,1.9,4.3,0.63141994,0.53271028,0.352,0.932649513,0.512,1.63,0.952546831,1.206725305,1.115759321,1.136460351,0.500224656,0.500701738,0.49329773,-0.019536082,-0.000639749,-0.15979948
169,Aaron Gordon,PF,27,19.5,2.1,2.1,6.8,0.49244713,0.280373832,0.528,0.72433936,0.646,3.04,1.094370801,1.086025623,1.107737893,1.154199171,0.500202381,0.50019914,0.538832899,0.008038095,0.011197132,-1.800038927
161,Paul George,SF,32,19.6,2.8,2.3,4.6,0.719033233,0.476635514,0.488,0.685535466,0.537,0.31,1.211087648,1.2064485,1.100686044,1.198940785,0.498590909,0.497803163,0.494073336,-0.096093074,-0.113315079,0.043408843
60,Malcolm Brogdon,PG,30,18.2,2.8,2.1,5.8,0.450151057,0.345794393,0.336,0.614742698,0.695,6.38,0.871185682,1.095180405,1.084029519,1.025894732,0.487382096,0.486751871,0.501407133,-0.40930131,-0.427481533,0.070134132
509,Derrick White,SG,28,15.4,2.4,2.6,7.4,0.374622356,0.364485981,0.288,0.815472879,0.695,6.38,0.9549159,1.288872071,1.07326607,1.102862888,0.496944006,0.498272086,0.474036737,-0.087681388,-0.035907137,0.034357884
403,Immanuel Quickley,SG,23,16.3,1.7,2.1,6.7,0.450151057,0.317757009,0.336,0.824374131,0.573,2.99,0.93023392,1.012502275,1.071752749,1.053845664,0.504676727,0.504578297,0.504878637,0.217796781,0.214176249,0.070134132
531,Christian Wood,C,27,20.6,1.7,1.6,4.8,0.501510574,0.168224299,0.584,0.612621697,0.463,-0.14,0.863664192,1.168801388,1.048909587,1.015007935,0.500202381,0.50019914,0.495927838,0.008038095,0.011197132,0.211489569
481,Myles Turner,C,26,20,2.1,1.9,5.4,0.543806647,0.130841121,0.6,0.644089013,0.427,-2.91,0.967341106,1.039779073,1.031959675,1.125139352,0.500747852,0.50146367,0.537381566,0.054269759,0.07064454,-0.057920829
265,Walker Kessler,C,21,21.5,2.9,2.1,7.1,0.277945619,0.08411215,0.672,0.599443672,0.451,-1.03,1.028007555,0.844471371,1.018647138,1.005835697,0.504073129,0.503952846,0.513704715,0.152942177,0.159337781,0.078235642
209,Buddy Hield,SF,30,15.4,1.9,2.4,4.4,0.50755287,0.261682243,0.4,0.873087622,0.427,-2.91,0.84128591,1.009108738,1.013482497,1.021869957,0.487382096,0.486751871,0.496771316,-0.40930131,-0.427481533,0.434369528
17,Deandre Ayton,C,24,19.9,0.9,1.5,6.2,0.543806647,0.158878505,0.8,0.717454798,0.549,2.08,1.082973526,0.924410958,0.993423582,0.952507296,0.506668716,0.506953653,0.515938964,0.245491803,0.252771118,-0.057920829
296,Kevon Looney,C,26,17.8,2.1,2,8.7,0.211480363,0.23364486,0.744,0.688421419,0.537,1.66,1.063337434,1.068682254,0.984954932,0.83972988,0.500747852,0.50146367,0.530012835,0.054269759,0.07064454,0.157084661
35,Bradley Beal,SG,29,19.7,1.8,1.6,3.4,0.700906344,0.504672897,0.312,0.592663421,0.427,-1.06,0.898329756,1.016585279,0.984110362,1.0508418,0.503932624,0.504477885,0.484437087,0.109143026,0.122744987,-0.917439976
350,Trey Murphy III,SF,22,15.2,1.8,2.3,7.6,0.438066465,0.130841121,0.288,0.861265647,0.512,1.63,0.857730129,0.930338853,0.971228561,1.053027139,0.501837292,0.502055693,0.467126171,0.104802059,0.108047752,-0.138140213
230,Kyrie Irving,SG,30,24,4.9,1.3,3.1,0.81570997,0.560747664,0.4,0.277885953,0.463,-0.14,1.12839086,0.861157718,0.955917436,1.008639727,0.487382096,0.486751871,0.485677799,-0.40930131,-0.427481533,0.48802462
167,Rudy Gobert,C,30,18.9,0.7,1.4,7.8,0.404833837,0.112149533,0.928,0.756849791,0.512,-0.22,1.070736184,1.045965294,0.950734504,0.885919911,0.487382096,0.486751871,0.4506258,-0.40930131,-0.427481533,-0.76022182
28,Scottie Barnes,SF,21,15.5,0.4,1.6,5,0.46223565,0.448598131,0.528,0.94255911,0.5,1.59,0.950368684,1.124878543,0.947095319,0.947452836,0.504073129,0.503952846,0.490381514,0.152942177,0.159337781,-0.762190717
81,Clint Capela,C,28,22.1,2.2,1.8,7.2,0.362537764,0.08411215,0.88,0.610083449,0.5,0.32,1.12072377,0.813020256,0.925588941,0.975178515,0.496944006,0.498272086,0.481138094,-0.087681388,-0.035907137,0.17984013
208,Tyler Herro,SG,23,15.3,0.6,1.6,3.5,0.607250755,0.392523364,0.432,0.824026426,0.537,-0.13,0.808889309,0.952462268,0.917743469,0.883969808,0.504676727,0.504578297,0.496641849,0.217796781,0.214176249,0.565442527
491,Franz Wagner,SF,21,15.9,-0.1,1.3,5.4,0.561933535,0.327102804,0.328,0.917802503,0.415,-2.39,0.789156326,0.815598957,0.917584275,0.892843418,0.504073129,0.503952846,0.511613713,0.152942177,0.159337781,0.479611198
10,Kyle Anderson,PF,29,14.8,2.5,2.2,5.1,0.283987915,0.457943925,0.424,0.689638387,0.512,-0.22,0.78805051,0.800640977,0.905060184,0.836581354,0.503932624,0.504477885,0.499976848,0.109143026,0.122744987,0.078235642
229,Brandon Ingram,SF,25,19.2,1.7,1.4,3.5,0.746223565,0.542056075,0.44,0.54596662,0.512,1.63,0.990735482,0.970292406,0.89552364,0.989382,0.508199225,0.507789807,0.491967281,0.308763566,0.295673654,0.613455876
58,Mikal Bridges,SG,26,21.3,3.3,1.2,2.5,0.788519637,0.252336449,0.36,0.332127955,0.549,1.03,0.763623852,1.097873929,0.894110266,0.906397367,0.500747852,0.50146367,0.524059164,0.054269759,0.07064454,0.79069114
21,LaMelo Ball,PG,21,17.9,2.4,1.4,1.8,0.703927492,0.785046729,0.512,0.452433936,0.329,-5.89,1.032049099,0.899188476,0.8890818,0.956883473,0.504073129,0.503952846,0.490729217,0.152942177,0.159337781,-1.41578708
197,Tobias Harris,SF,30,14.8,0.7,1.7,5.9,0.444108761,0.23364486,0.456,0.857753825,0.659,4.37,0.744174534,0.792969801,0.845271708,0.836878823,0.487382096,0.486751871,0.49769124,-0.40930131,-0.427481533,-0.086086511
46,Bojan Bogdanović,PF,33,17.4,0.8,1.4,3.5,0.652567976,0.242990654,0.304,0.668671766,0.207,-7.73,0.596750854,0.803849658,0.831959116,0.812581627,0.495860902,0.496115045,0.484838069,-0.289736842,-0.275107813,0.66880962
222,Kevin Huerter,SG,24,15.2,1,1.7,4.9,0.459214502,0.271028037,0.264,0.775521558,0.585,2.3,0.630500162,0.840274598,0.822738402,0.874201949,0.506668716,0.506953653,0.497670849,0.245491803,0.252771118,-0.293690717
316,Tyrese Maxey,SG,22,17,0.6,1.3,5.4,0.613293051,0.327102804,0.232,0.711961057,0.659,4.37,0.734815426,0.814872424,0.821699238,0.83128839,0.501837292,0.502055693,0.511613713,0.104802059,0.108047752,-0.228739142
217,Al Horford,C,36,13.8,3.3,2.5,6.3,0.296072508,0.280373832,0.496,0.678198887,0.695,6.38,0.804339525,0.800640977,0.817904362,0.797409607,0.519456522,0.519684744,0.511491406,0.540434783,0.571124204,0.288609549
389,Kevin Porter Jr.,PG,22,16.2,0.6,1.3,2.9,0.580060423,0.53271028,0.424,0.714986092,0.268,-7.62,0.783807468,0.818487605,0.814998984,0.878033931,0.501837292,0.502055693,0.49329773,0.104802059,0.108047752,0.018144775
58,Mikal Bridges,SF,26,14.8,1,1.6,4.9,0.519637462,0.336448598,0.344,0.721279555,0.549,2.08,0.695209429,0.899443659,0.800249245,0.803287122,0.500747852,0.50146367,0.493199777,0.054269759,0.07064454,-0.057920829
478,Karl-Anthony Towns,PF,27,18.8,3,1.2,2.7,0.628398792,0.448598131,0.648,0.343532684,0.512,-0.22,0.875261344,0.768210118,0.788706718,0.75151736,0.500202381,0.50019914,0.499999473,0.008038095,0.011197132,-0.228739142
518,Jalen Williams,SG,21,15.6,0.3,1.3,5.6,0.425981873,0.308411215,0.36,0.801216968,0.488,0.96,0.687443879,1.004472173,0.775661176,0.799635858,0.504073129,0.503952846,0.509294283,0.152942177,0.159337781,-0.138140213
256,Tyus Jones,PG,26,16,1.6,1.7,5.7,0.311178248,0.485981308,0.2,0.682301808,0.622,3.6,0.669163651,0.732425076,0.7661547,0.749572821,0.500747852,0.50146367,0.502031977,0.054269759,0.07064454,0.253813793
416,Mitchell Robinson,C,24,18.9,2.4,1.7,6.5,0.223564955,0.08411215,0.752,0.561891516,0.573,2.99,0.835240864,0.698759649,0.759620119,0.713448089,0.506668716,0.506953653,0.505749525,0.245491803,0.252771118,0.403627841
372,Onyeka Okongwu,C,22,19.4,0.8,1.3,7.1,0.299093656,0.093457944,0.576,0.650243394,0.5,0.32,0.756876705,0.675284398,0.750772317,0.730451144,0.501837292,0.502055693,0.510457832,0.104802059,0.108047752,-0.06090052
14,OG Anunoby,SF,25,14.6,0.4,1.5,4.7,0.50755287,0.186915888,0.4,0.841307371,0.5,1.59,0.635373098,0.818388471,0.750532572,0.721819268,0.508199225,0.507789807,0.503010178,0.308763566,0.295673654,0.434369528
172,Jerami Grant,PF,28,16,-0.2,1,4.1,0.619335347,0.224299065,0.36,0.792663421,0.402,-3.96,0.582361585,0.769937726,0.746474356,0.756226904,0.496944006,0.498272086,0.492392388,-0.087681388,-0.035907137,-0.228739142
123,Spencer Dinwiddie,SG,29,16.1,0.9,1.3,4.3,0.534743202,0.495327103,0.248,0.639812239,0.463,-0.14,0.649321759,0.699193327,0.736066522,0.80308263,0.503932624,0.504477885,0.496641849,0.109143026,0.122744987,-0.057920829
392,Bobby Portis,PF,27,17.8,0.7,1.2,5.3,0.425981873,0.140186916,0.768,0.640472879,0.707,3.61,0.78058813,0.521153696,0.730376126,0.758253978,0.500202381,0.50019914,0.494602136,0.008038095,0.011197132,-0.138140213
156,Daniel Gafford,C,24,19.7,1,1.2,6.1,0.271903323,0.102803738,0.448,0.56418637,0.427,-1.06,0.572520516,0.765107485,0.71958412,0.649411217,0.506668716,0.506953653,0.515746407,0.245491803,0.252771118,-0.027885286
424,Terry Rozier,SG,28,14.7,-0.6,0.8,1.7,0.637462236,0.476635514,0.328,0.783831711,0.329,-5.89,0.502448396,0.682972638,0.712745685,0.727158665,0.496944006,0.498272086,0.498012379,-0.087681388,-0.035907137,-0.15979948
176,Draymond Green,PF,32,12.2,0.8,1.6,4.7,0.256797583,0.635514019,0.576,0.808936022,0.537,1.66,0.752461185,0.999943968,0.706290659,0.710571819,0.498590909,0.497803163,0.498170557,-0.096093074,-0.113315079,0.085858823
84,Wendell Carter Jr.,C,23,17.3,1,1.3,4.6,0.459214502,0.214953271,0.696,0.597218359,0.415,-2.39,0.778668502,0.758299727,0.690919413,0.727132366,0.504676727,0.504578297,0.495500141,0.217796781,0.214176249,-0.293690717
471,Klay Thompson,SF,32,14.7,-0.3,1,3.1,0.66163142,0.224299065,0.328,0.803198887,0.537,1.66,0.474470588,0.682972638,0.687766439,0.672704274,0.498590909,0.497803163,0.492392388,-0.096093074,-0.113315079,0.890509643
154,Markelle Fultz,PG,24,16.6,0.5,1.2,3.7,0.422960725,0.53271028,0.312,0.627816412,0.415,-2.39,0.613124707,0.661663253,0.667642855,0.751735554,0.506668716,0.506953653,0.50242912,0.245491803,0.252771118,-0.138140213
426,D'Angelo Russell,PG,26,16.6,1.8,1,2.55,0.533232628,0.574766355,0.24,0.410952712,0.518,0.105,0.534154881,0.734390966,0.659847673,0.69234394,0.500747852,0.50146367,0.487019105,0.054269759,0.07064454,-0.057920829
390,Michael Porter Jr.,SF,24,16.8,0.2,1,4.3,0.525679758,0.093457944,0.44,0.634561892,0.646,3.04,0.506413556,0.573114102,0.642809596,0.636055532,0.506668716,0.506953653,0.493785215,0.245491803,0.252771118,-0.057920829
311,Kenyon Martin Jr.,SF,22,15.4,-0.7,0.7,4.9,0.383685801,0.140186916,0.44,0.805980529,0.268,-7.62,0.448576208,0.397510734,0.636488397,0.600511221,0.501837292,0.502055693,0.49069867,0.104802059,0.108047752,-0.36649942
479,Gary Trent Jr.,SG,24,15,0.2,1.2,4.5,0.525679758,0.14953271,0.208,0.746905424,0.5,1.59,0.433974603,0.636622895,0.635604367,0.750882796,0.506668716,0.506953653,0.508425205,0.245491803,0.252771118,-0.057920829
483,Jonas Valančiūnas,C,30,19.3,-0.4,0.8,5.8,0.425981873,0.168224299,0.816,0.692246175,0.512,1.63,0.800000399,0.56929862,0.62760127,0.692747145,0.487382096,0.486751871,0.495592266,-0.40930131,-0.427481533,-0.138140213
329,De'Anthony Melton,SG,24,12.7,0.9,1.6,4.2,0.305135952,0.242990654,0.328,0.756571627,0.659,4.37,0.426869097,0.711500538,0.620603992,0.536001725,0.506668716,0.506953653,0.490642589,0.245491803,0.252771118,-0.06090052
396,Norman Powell,SG,29,17.1,0.3,0.9,3.5,0.513595166,0.168224299,0.232,0.553233658,0.537,0.31,0.312452723,0.610655939,0.611964406,0.598658894,0.503932624,0.504477885,0.500911204,0.109143026,0.122744987,-0.057920829
255,Tre Jones,PG,23,16,-1,0.5,3.4,0.389728097,0.61682243,0.288,0.69930459,0.268,-9.82,0.477977881,0.755589121,0.607406539,0.615340605,0.504676727,0.504578297,0.494306848,0.217796781,0.214176249,-0.36649942
23,Paolo Banchero,PF,20,14.9,-1.5,0.3,2.4,0.604229607,0.345794393,0.552,0.855980529,0.415,-2.39,0.561250212,0.439438177,0.604085335,0.520169934,0.49805314,0.498016101,0.494025628,-0.06852657,-0.072388191,0.565442527
386,Jakob Poeltl,C,27,21.4,2.25,0.95,3,0.380664653,0.247663551,0.724,0.339933936,0.384,-4.115,0.675903679,0.469599549,0.593637505,0.528137973,0.500202381,0.50019914,0.49968985,0.008038095,0.011197132,-0.36649942
447,Anfernee Simons,SG,23,14.8,-1.1,0.5,2.5,0.637462236,0.38317757,0.208,0.766342142,0.402,-3.96,0.38966895,0.439438177,0.590265861,0.575274181,0.504676727,0.504578297,0.498944907,0.217796781,0.214176249,-0.15979948
539,Ivica Zubac,C,25,16.7,-0.9,0.6,6.7,0.326283988,0.093457944,0.792,0.763769124,0.537,0.31,0.674769981,0.504275159,0.578100637,0.550591326,0.508199225,0.507789807,0.517624329,0.308763566,0.295673654,-0.19167868
532,Delon Wright,PG,30,16.3,3.4,1.7,3.7,0.223564955,0.364485981,0.288,0.432336579,0.427,-1.06,0.4521193,0.72315149,0.569149446,0.529771571,0.487382096,0.486751871,0.497963856,-0.40930131,-0.427481533,0.403627841
376,Kelly Olynyk,C,31,14.4,0.4,1.2,4.3,0.377643505,0.345794393,0.496,0.68449235,0.451,-1.03,0.540322586,0.602406938,0.565279619,0.611210118,0.500224656,0.500701738,0.49253833,-0.019536082,-0.000639749,0.626514537
342,Malik Monk,SG,24,16.6,0.3,1,3.2,0.407854985,0.364485981,0.208,0.604763561,0.585,2.3,0.376819789,0.523271068,0.560754304,0.603102465,0.506668716,0.506953653,0.505394393,0.245491803,0.252771118,0.717008936
27,Harrison Barnes,PF,30,14.1,-1,0.7,6.5,0.453172205,0.14953271,0.36,0.936196106,0.585,2.3,0.498148904,0.854369091,0.556625096,0.577892675,0.487382096,0.486751871,0.52940865,-0.40930131,-0.427481533,0.17876185
406,Austin Reaves,SG,24,14.9,0.7,1.2,5.4,0.392749245,0.317757009,0.24,0.650139082,0.524,0.43,0.498334822,0.55113895,0.546622809,0.601111506,0.506668716,0.506953653,0.507088556,0.245491803,0.252771118,-0.36649942
13,Cole Anthony,PG,22,16,1.3,1.3,3.7,0.392749245,0.364485981,0.384,0.54794854,0.415,-2.39,0.55274379,0.419750671,0.545480305,0.579010302,0.501837292,0.502055693,0.486036968,0.104802059,0.108047752,-0.36649942
