Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS,Trade Value,Predicted Trade Value
154.0,Markelle Fultz,PG,24.0,16.6,0.5,1.2,3.7,0.4229607250755287,0.5327102803738318,0.312,0.6278164116828929,0.415,-2.39,0.5965541366213426,0.5941267788194976
155.0,Wenyen Gabriel,C,25.0,14.4,-2.2,-0.1,2.8,0.1661631419939577,0.0467289719626168,0.336,0.3606050069541029,0.524,0.43,-0.013731982896227565,0.02058097238904655
156.0,Daniel Gafford,C,24.0,19.7,1.0,1.2,6.1,0.2719033232628399,0.102803738317757,0.4479999999999999,0.5641863699582753,0.427,-1.06,0.878279771135941,0.8658367183607787
157.0,Darius Garland,PG,23.0,18.8,2.4,2.7,7.6,0.6525679758308157,0.7289719626168225,0.216,0.8624826147426982,0.622,5.23,1.3872601006612728,1.3082605175420579
158.0,Usman Garuba,C,20.0,12.9,-1.4,0.2,1.8,0.0906344410876132,0.0841121495327102,0.3279999999999999,0.3410639777468706,0.268,-7.62,-0.1184203263593263,-0.11625008114014972
159.0,Luka Garza,C,24.0,23.0,-0.4,0.1,1.1,0.1963746223564954,0.0560747663551401,0.184,0.0868219749652294,0.512,-0.22,0.2640053842509543,0.1834345332192264
160.0,Rudy Gay,PF,36.0,9.0,-4.0,-0.4,0.3,0.1570996978851963,0.0934579439252336,0.2319999999999999,0.2881084840055632,0.451,-1.03,-0.6957388643577399,-0.5666182349018919
161.0,Paul George,SF,32.0,19.6,2.8,2.3,4.6,0.7190332326283988,0.4766355140186916,0.488,0.6855354659248957,0.537,0.31,1.0598127965320236,0.9522749418380231
162.0,Taj Gibson,C,37.0,11.4,-3.2,-0.1,0.8,0.1027190332326283,0.0654205607476635,0.152,0.1696105702364395,0.427,-1.06,-0.5364221063076848,-0.3751459299049241
163.0,Josh Giddey,PF,20.0,17.1,1.2,1.9,4.0,0.5015105740181269,0.5794392523364487,0.632,0.8331363004172462,0.488,0.96,0.8908513944507165,0.9921856355471322
164.0,Shai Gilgeous-Alexander,PG,24.0,27.2,7.3,5.6,11.4,0.9486404833836856,0.5140186915887851,0.384,0.8517037552155772,0.488,0.96,2.625442430835093,2.5700038050912295
165.0,Anthony Gill,PF,30.0,11.1,-3.3,-0.2,1.3,0.0996978851963746,0.0560747663551401,0.136,0.2199582753824756,0.427,-1.06,-0.4756897667554655,-0.31030121609354305
166.0,Jacob Gilyard,PG,24.0,7.3,-6.1,0.0,0.1,0.0906344410876132,0.6542056074766356,0.32,0.0278164116828929,0.622,3.6,-0.6221715930552092,-0.6905867736406562
167.0,Rudy Gobert,C,30.0,18.9,0.7,1.4,7.8,0.404833836858006,0.1121495327102803,0.928,0.7568497913769123,0.512,-0.22,1.1602757774046497,1.0383561414427238
168.0,Jordan Goodwin,PG,24.0,14.8,0.7,0.8,2.2,0.1993957703927492,0.2523364485981308,0.264,0.3900556328233657,0.427,-1.06,0.1675813326111728,0.25437928872428395
169.0,Aaron Gordon,PF,27.0,19.5,2.1,2.1,6.8,0.4924471299093655,0.2803738317757009,0.528,0.7243393602225312,0.646,3.04,1.1685352140996046,1.141106666388235
170.0,Eric Gordon,SG,34.0,12.25,-1.3,0.0499999999999999,1.15,0.3640483383685801,0.233644859813084,0.152,0.3505041724617525,0.4025,-3.655,-0.24506395585737326,-0.14193946003635166
171.0,Devonte' Graham,PG,27.0,12.7,-0.1,0.3,1.3,0.2764350453172205,0.2897196261682243,0.1559999999999999,0.2391689847009735,0.39,-4.095000000000001,-0.1227601854926186,-0.18555397378156752
172.0,Jerami Grant,PF,28.0,16.0,-0.2,1.0,4.1,0.6193353474320241,0.2242990654205607,0.36,0.7926634214186369,0.402,-3.96,0.5341416458007863,0.5362206476694893
173.0,RaiQuan Gray,PF,23.0,15.5,-2.0,0.0,0.1,0.4833836858006042,0.6542056074766356,0.72,0.0236439499304589,0.549,1.03,0.11638318299624914,-0.1844767452903069
174.0,A.J. Green,SG,23.0,11.5,-0.9,0.1,0.8,0.1329305135951661,0.0560747663551401,0.104,0.1227051460361613,0.707,3.61,-0.37297244755073355,-0.3381058767828535
175.0,Danny Green,SG,35.0,7.800000000000001,-3.8,0.0,0.05,0.1435045317220543,0.0560747663551401,0.104,0.0278511821974965,0.622,4.415,-0.8040339334337387,-0.6916331808378297
176.0,Draymond Green,PF,32.0,12.2,0.8,1.6,4.7,0.2567975830815709,0.6355140186915889,0.5760000000000001,0.8089360222531293,0.537,1.66,0.5516846420669017,0.2526490994264176
177.0,Jalen Green,SG,20.0,14.5,-2.1,0.0,1.8,0.6676737160120846,0.3457943925233645,0.296,0.915924895688456,0.268,-7.62,0.1735137896824664,0.11142404144766825
178.0,JaMychal Green,PF,32.0,15.5,-0.5,0.3,2.2,0.1933534743202417,0.0841121495327102,0.288,0.2812934631432545,0.537,1.66,0.024466591342773437,0.14810680518150168
179.0,Javonte Green,SF,29.0,14.5,1.4,0.4,1.4,0.1570996978851963,0.0654205607476635,0.2239999999999999,0.1714186369958275,0.488,1.37,-0.058648704000110505,-0.030645143082316993
180.0,Jeff Green,PF,36.0,11.0,-3.4,-0.4,1.7,0.2356495468277945,0.1121495327102803,0.208,0.3854311543810848,0.646,3.04,-0.4139840202762817,-0.31030121609354305
181.0,Josh Green,SG,22.0,11.2,-2.4,-0.2,2.6,0.2749244712990936,0.1588785046728972,0.24,0.5433588317107093,0.463,-0.14,-0.1404859914506076,-0.05912525638128514
182.0,AJ Griffin,SF,19.0,12.6,-0.8,0.4,2.2,0.2688821752265861,0.0934579439252336,0.168,0.4932197496522948,0.5,0.32,-0.036073081927592815,-0.07679616968513925
183.0,Blake Griffin,C,33.0,13.1,0.1,0.3,1.8,0.1238670694864048,0.1401869158878504,0.304,0.2019819193324061,0.695,6.38,-0.12360601047508848,-0.05333619013514347
184.0,Quentin Grimes,SG,22.0,11.7,-0.1,1.0,4.8,0.3413897280966767,0.1962616822429906,0.256,0.7471835883171071,0.573,2.99,0.3242709499397397,0.2583350221557026
185.0,Rui Hachimura,PF,24.0,13.15,-2.25,-0.05,0.8999999999999999,0.3413897280966766,0.0887850467289719,0.36,0.2622913769123782,0.4755,-0.315,-0.2031664130350286,-0.1817717162215817
186.0,Tyrese Haliburton,PG,22.0,23.6,7.2,4.4,7.6,0.6253776435045316,0.97196261682243,0.296,0.6657162726008344,0.427,-2.91,1.988024837070366,1.8274917718164694
187.0,Jordan Hall,SF,21.0,5.5,-7.6,-0.1,-0.1,0.093655589123867,0.1121495327102803,0.104,0.0313630041724617,0.268,-9.82,-0.9747280267174624,-0.8297094541765689
188.0,R.J. Hampton,SG,21.0,10.9,-2.8000000000000003,-0.05,0.35,0.1963746223564954,0.1074766355140186,0.152,0.1353268428372739,0.311,-5.0600000000000005,-0.4645060486412702,-0.4362875604200171
189.0,Tim Hardaway Jr.,SF,30.0,12.1,-1.8,0.1,2.3,0.4350453172205438,0.1682242990654205,0.28,0.7581015299026426,0.463,-0.14,-0.057772388485365034,0.11814436617527485
190.0,James Harden,PG,33.0,21.6,5.4,4.0,8.4,0.634441087613293,1.0,0.488,0.7544506258692629,0.659,4.37,1.8839199211211193,1.553729595815944
191.0,Jaden Hardy,SG,20.0,14.6,-2.3,0.0,0.7,0.2658610271903323,0.1308411214953271,0.152,0.250625869262865,0.463,-0.14,-0.18945074172160314,0.002705465761907149
192.0,Ron Harper Jr.,PF,22.0,15.7,1.2,0.0,0.2,0.066465256797583,0.0373831775700934,0.064,0.017837273991655,0.5,1.59,-0.20400227691111592,-0.181899922919893
193.0,Montrezl Harrell,C,29.0,17.6,-1.3,0.1,2.2,0.1691842900302114,0.0560747663551401,0.2239999999999999,0.2402294853963838,0.659,4.37,0.06842425910230389,0.08248165640279065
194.0,Gary Harris,SG,28.0,10.5,-0.7,0.4,2.3,0.2507552870090634,0.1121495327102803,0.16,0.4195757997218359,0.415,-2.39,-0.18606984615376213,-0.15547252786334487
195.0,Joe Harris,SF,31.0,10.6,-1.1,0.3,2.6,0.2296072507552869,0.1308411214953271,0.176,0.5374130737134909,0.549,1.03,-0.17532164737943323,-0.12498312426088261
196.0,Kevon Harris,SG,25.0,9.2,-3.6,-0.2,0.6,0.1238670694864048,0.0467289719626168,0.168,0.1628650904033379,0.415,-2.39,-0.611703904616234,-0.5046751842177924
197.0,Tobias Harris,SF,30.0,14.8,0.7,1.7,5.9,0.4441087613293051,0.2336448598130841,0.456,0.8577538247566064,0.659,4.37,0.721408705510816,0.7533345461386323
198.0,Shaquille Harrison,SG,29.0,17.9,0.1,0.1,0.3,0.2658610271903323,0.5607476635514019,0.352,0.0493741307371349,0.402,-3.96,0.11897467943257224,0.09085891585252731
199.0,Josh Hart,SF,27.0,14.9,1.6,0.9,3.0,0.2975830815709969,0.3504672897196261,0.608,0.4369610570236439,0.4875,-0.4849999999999999,0.41821643267946396,0.25437928872428395
200.0,Isaiah Hartenstein,C,24.0,14.2,-0.3,0.7,4.6,0.1510574018126888,0.1121495327102803,0.52,0.571557719054242,0.573,2.99,0.370297446292675,0.4075174055631572
201.0,Udonis Haslem,C,42.0,6.2,-12.1,-0.2,0.0,0.1178247734138972,0.0,0.128,0.0275034770514603,0.537,-0.13,-1.2219138374559346,-1.0168843501990008
202.0,Sam Hauser,SF,25.0,12.7,1.0,1.0,3.4,0.1933534743202417,0.0841121495327102,0.208,0.4534422809457579,0.695,6.38,0.14680041497900947,0.1621056069117423
203.0,Jaxson Hayes,C,22.0,13.7,-1.2,0.1,1.5,0.1510574018126888,0.0654205607476635,0.2239999999999999,0.2159248956884562,0.512,1.63,-0.15214419477327518,-0.11280414561464855
204.0,Killian Hayes,PG,21.0,10.2,-3.8,-1.0,-0.5,0.311178247734139,0.5794392523364487,0.2319999999999999,0.7581015299026426,0.207,-7.73,-0.461452786892129,-0.32775435956749954
205.0,Gordon Hayward,SF,32.0,13.5,-1.4,0.2,2.0,0.4441087613293051,0.3831775700934579,0.344,0.5585883171070932,0.329,-5.89,0.051710999240137286,0.11025706248090485
206.0,Juancho Hernangómez,PF,27.0,7.6,-3.3,-0.2,0.7,0.0876132930513595,0.0560747663551401,0.2319999999999999,0.2178720445062587,0.5,1.59,-0.6665672359949592,-0.614283449400266
207.0,Willy Hernangómez,C,28.0,20.7,0.3,0.3,1.6,0.2084592145015106,0.0841121495327102,0.376,0.1627607788595271,0.512,1.63,0.2853107477827397,0.2425089959270039
208.0,Tyler Herro,SG,23.0,15.3,0.6,1.6,3.5,0.6072507552870091,0.3925233644859813,0.432,0.8240264255910987,0.537,-0.13,0.6108618658387986,0.6427075444045656
209.0,Buddy Hield,SF,30.0,15.4,1.9,2.4,4.4,0.5075528700906344,0.2616822429906542,0.4,0.8730876216968011,0.427,-2.91,0.7084801005570434,0.8556533961137951
210.0,Haywood Highsmith,PF,26.0,8.5,-3.1,-0.3,0.9,0.1329305135951661,0.0747663551401869,0.28,0.3424547983310153,0.537,-0.13,-0.5591613379507585,-0.48724015876388194
211.0,George Hill,PG,36.0,9.8,-1.7,0.0,1.4,0.1510574018126888,0.2336448598130841,0.152,0.2382127955493741,0.707,3.61,-0.42990450372900396,-0.29461681288531083
211.0,George Hill,SG,36.0,14.1,-0.6,0.1,0.5,0.1570996978851963,0.1775700934579439,0.128,0.0622739916550764,0.427,-2.91,-0.3009466988382768,-0.25152595036927106
212.0,Malcolm Hill,SF,27.0,15.4,2.4,0.0,0.0,0.0302114803625377,0.0,0.048,0.0030598052851182,0.488,1.37,-0.2543678315847619,-0.20148965089604987
213.0,Aaron Holiday,PG,26.0,9.4,-2.0,0.0,0.9,0.1178247734138972,0.1308411214953271,0.096,0.2977746870653686,0.5,0.32,-0.4965019022072179,-0.4579130915880751
214.0,Jrue Holiday,PG,32.0,19.2,3.1,2.8,6.7,0.5830815709969789,0.691588785046729,0.408,0.7696801112656467,0.707,3.61,1.312312837116151,1.3033389835108828
215.0,Justin Holiday,SF,33.0,6.75,-3.9,-0.2,0.1,0.134441087613293,0.0841121495327102,0.104,0.1274513212795548,0.4815,0.09,-0.8447439372893146,-0.7732591137698365
216.0,Richaun Holmes,C,29.0,12.9,-2.9,-0.1,0.8,0.093655589123867,0.0186915887850467,0.152,0.1231919332406119,0.585,2.3,-0.4260148094672079,-0.3216099011522593
217.0,Al Horford,C,36.0,13.8,3.3,2.5,6.3,0.2960725075528701,0.2803738317757009,0.496,0.6781988873435327,0.695,6.38,0.7990251125932926,0.7758943050178819
218.0,Talen Horton-Tucker,SG,22.0,13.7,-1.6,0.2,0.8,0.323262839879154,0.3551401869158878,0.256,0.462865090403338,0.451,-1.03,-0.07430902032544144,0.07345132888839127
219.0,Danuel House Jr.,SF,29.0,9.4,-3.0,-0.2,1.3,0.1450151057401812,0.0747663551401869,0.136,0.2849095966620306,0.659,4.37,-0.5220261681286101,-0.4213750961638147
220.0,Caleb Houstan,SF,20.0,6.2,-4.0,-0.4,0.7,0.1148036253776434,0.0560747663551401,0.152,0.2871696801112656,0.415,-2.39,-0.7423429332619178,-0.6480362583823016
221.0,Trevor Hudgins,PG,23.0,4.2,-8.4,0.0,0.0,0.0543806646525679,0.0560747663551401,0.0,0.0109874826147427,0.268,-7.62,-1.1115341769128124,-0.9298107998280635
222.0,Kevin Huerter,SG,24.0,15.2,1.0,1.7,4.9,0.4592145015105739,0.2710280373831776,0.264,0.7755215577190543,0.585,2.3,0.6415014214600849,0.7533345461386323
223.0,Jay Huff,C,24.0,22.3,4.0,0.1,0.5,0.2205438066465256,0.1308411214953271,0.24,0.0370653685674548,0.427,-1.06,0.3460702727083772,0.2685355362238154
224.0,De'Andre Hunter,SF,25.0,11.5,-3.3,-0.7,2.5,0.4652567975830816,0.1308411214953271,0.336,0.7495479833101529,0.5,0.32,-0.14191998689674673,0.0063534847770394896
225.0,Bones Hyland,PG,22.0,15.45,-0.8500000000000001,0.2,0.7,0.3459214501510573,0.2990654205607476,0.22,0.1946105702364394,0.5915,1.675,-0.0178404497939857,0.03465951683206505
226.0,Serge Ibaka,C,33.0,9.8,-4.5,-0.1,0.2,0.1238670694864048,0.02803738317757,0.2239999999999999,0.0676634214186369,0.707,3.61,-0.6867884380572207,-0.5666182349018919
227.0,Andre Iguodala,PF,39.0,7.3,-2.5,0.0,0.1,0.0634441087613293,0.2242990654205607,0.168,0.0434979137691237,0.537,1.66,-0.7602606471016511,-0.6521694754243517
228.0,Joe Ingles,SF,35.0,10.7,-0.7,0.3,2.3,0.2084592145015106,0.308411214953271,0.2239999999999999,0.3702016689847009,0.707,3.61,-0.1686830777568762,-0.00764117046198284
229.0,Brandon Ingram,SF,25.0,19.2,1.7,1.4,3.5,0.7462235649546827,0.5420560747663552,0.44,0.5459666203059805,0.512,1.63,0.8606949253785073,0.7755982572702578
230.0,Kyrie Irving,PG,30.0,21.6,3.8,2.2,4.3,0.8187311178247734,0.4953271028037383,0.408,0.5260778859527121,0.549,1.03,1.1565879151363858,1.0643482362531969
230.0,Kyrie Irving,SG,30.0,24.0,4.9,1.3,3.1,0.8157099697885196,0.5607476635514019,0.4,0.2778859527121001,0.463,-0.14,1.1074582072473969,0.9287956609572479
231.0,Jonathan Isaac,PF,25.0,20.3,4.0,0.2,0.3,0.1510574018126888,0.0467289719626168,0.32,0.0463490959666203,0.415,-2.39,0.21325822067835049,0.46495312978146647
232.0,Jaden Ivey,SG,20.0,12.1,-3.3,-0.7,0.0,0.4924471299093655,0.485981308411215,0.312,0.811230876216968,0.207,-7.73,-0.22785342968154748,-0.15708552462644526
233.0,Frank Jackson,PG,24.0,-6.8,-22.2,0.0,0.0,0.0,0.0934579439252336,0.16,0.0027816411682892,0.451,-1.03,-2.0521773741064013,-1.7271846560386985
234.0,Isaiah Jackson,C,21.0,17.5,-0.8,0.3,2.7,0.2175226586102719,0.0747663551401869,0.36,0.3673504867872044,0.427,-2.91,0.25662429760403616,0.23492801036763705
235.0,Jaren Jackson Jr.,C,23.0,21.6,2.8,2.2,6.6,0.5619335347432024,0.0934579439252336,0.544,0.630528511821975,0.622,3.6,1.2668006977720587,1.13074685861951
236.0,Justin Jackson,SF,27.0,6.3,-2.6,0.0,0.1,0.0271903323262839,0.0373831775700934,0.0559999999999999,0.0381432545201669,0.695,6.38,-0.8333773407617265,-0.7254224593486645
237.0,Quenton Jackson,PG,24.0,12.2,-5.1,-0.1,0.2,0.1873111782477341,0.1588785046728972,0.072,0.0514603616133518,0.427,-1.06,-0.5266495359012398,-0.45908430222073193
238.0,Reggie Jackson,PG,32.0,9.65,-4.4,-0.4499999999999999,0.35,0.2839879154078549,0.308411214953271,0.1599999999999999,0.2953059805285118,0.5915,1.675,-0.5814726267530436,-0.48918914491830634
239.0,LeBron James,PF,38.0,23.9,6.1,4.0,5.6,0.8731117824773413,0.6355140186915889,0.664,0.6910639777468707,0.524,0.43,1.7110263620061894,1.643683357409739
240.0,Ty Jerome,SG,25.0,12.8,-0.8,0.3,2.1,0.2084592145015106,0.2803738317757009,0.136,0.2893254520166898,0.537,1.66,-0.06896335342175389,0.002584078638444051
241.0,Isaiah Joe,SG,23.0,14.5,0.9,1.0,3.8,0.2870090634441087,0.1121495327102803,0.192,0.4909944367176634,0.488,0.96,0.31237858087364545,0.40437727123758666
242.0,Alize Johnson,PF,26.0,4.3,-9.1,-0.1,-0.1,0.0543806646525679,0.02803738317757,0.2,0.0123435326842837,0.268,-9.82,-1.1184169701079876,-0.8364429842352233
243.0,Cameron Johnson,PF,26.0,17.15,2.9,0.7,1.75,0.4607250755287009,0.1682242990654205,0.344,0.2174895688456188,0.549,1.5550000000000002,0.33362323678059336,0.43793205012638947
244.0,Jalen Johnson,SF,21.0,14.1,0.3,0.6,2.1,0.1691842900302114,0.1121495327102803,0.32,0.3667941585535466,0.5,0.32,0.0784270715406025,0.18436725497130335
245.0,James Johnson,PF,35.0,8.4,-4.4,-0.1,0.1,0.0845921450151057,0.0747663551401869,0.136,0.0587621696801112,0.427,-2.91,-0.7947816241224384,-0.6575449440873561
246.0,Keldon Johnson,SF,23.0,15.3,-1.8,0.1,1.3,0.6646525679758308,0.2710280373831776,0.4,0.727990264255911,0.268,-9.82,0.15386428189117335,0.11493025941270053
247.0,Keon Johnson,SG,20.0,9.0,-5.4,-0.4,-0.5,0.1419939577039275,0.1401869158878504,0.088,0.1475660639777468,0.402,-3.96,-0.7677806618935201,-0.6087818933468756
248.0,Stanley Johnson,SF,26.0,13.5,-1.0,0.1,0.7,0.175226586102719,0.205607476635514,0.256,0.1678025034770514,0.268,-9.82,-0.20935158088825706,-0.2274434165934544
249.0,Nikola Jokić,C,27.0,31.5,13.0,8.8,14.9,0.7401812688821752,0.9158878504672898,0.944,0.818741307371349,0.646,3.04,3.823606353126967,3.581403542591772
250.0,Carlik Jones,PG,25.0,11.1,-2.5,0.0,0.1,0.0876132930513595,0.0841121495327102,0.0559999999999999,0.021557719054242,0.488,1.37,-0.5573521475230406,-0.5490847921721834
251.0,Damian Jones,C,27.0,13.1,-1.75,0.0,0.6000000000000001,0.107250755287009,0.0373831775700934,0.24,0.0863699582753824,0.4875,-0.3,-0.35085765155646476,-0.2774520916193904
252.0,Derrick Jones Jr.,PF,25.0,13.8,-0.4,0.3,2.4,0.1510574018126888,0.0467289719626168,0.192,0.314673157162726,0.488,1.37,-0.038520593289931584,0.012785579920257764
253.0,Herbert Jones,PF,24.0,12.1,-0.3,0.8,4.2,0.2960725075528701,0.2336448598130841,0.3279999999999999,0.6879694019471488,0.512,1.63,0.2631470905944115,0.35951093116996474
254.0,Kai Jones,C,22.0,10.8,-4.0,-0.3,0.7,0.1027190332326283,0.02803738317757,0.216,0.1947148817802503,0.329,-5.89,-0.5215584854426515,-0.491403916695538
255.0,Tre Jones,PG,23.0,16.0,-1.0,0.5,3.4,0.3897280966767371,0.616822429906542,0.288,0.6993045897079277,0.268,-9.82,0.4517490106536027,0.45342023667347303
256.0,Tyus Jones,PG,26.0,16.0,1.6,1.7,5.7,0.311178247734139,0.485981308411215,0.2,0.6823018080667593,0.622,3.6,0.7655160042276714,0.6504938258921875
257.0,DeAndre Jordan,C,34.0,14.7,-1.8,0.0,1.4,0.1540785498489426,0.0841121495327102,0.416,0.2082753824756606,0.646,3.04,-0.15343418518942656,-0.19100361922986395
258.0,Cory Joseph,PG,31.0,12.1,-1.5,0.2,1.8,0.2084592145015106,0.3271028037383178,0.136,0.4328233657858136,0.207,-7.73,-0.17302597431247324,-0.16981855964125075
259.0,Nikola Jović,PF,19.0,10.6,-3.4,-0.1,0.2,0.1661631419939577,0.0654205607476635,0.168,0.0749652294853963,0.537,-0.13,-0.5254052093267281,-0.4455903852464752
260.0,Johnny Juzang,SG,21.0,6.5,-6.5,-0.3,-0.2,0.1450151057401812,0.0373831775700934,0.176,0.0844575799721835,0.451,-1.03,-0.9021067097701492,-0.8087102642497123
261.0,Mfiondu Kabengele,PF,25.0,8.1,-8.9,-0.1,0.1,0.0453172205438066,0.0,0.2,0.0149513212795549,0.695,6.38,-0.909892152337447,-0.7994885660332428
262.0,Frank Kaminsky,C,29.0,15.75,3.1500000000000004,0.15,0.35,0.0679758308157099,0.0887850467289719,0.1199999999999999,0.0423678720445062,0.384,-3.65,-0.12154990335347422,-0.10870983088124346
263.0,Trevor Keels,SG,19.0,3.7,-13.0,0.0,0.0,0.0302114803625377,0.0,0.0559999999999999,0.0030250347705146,0.573,2.99,-1.2647304665211656,-1.0499840787714187
264.0,Luke Kennard,SG,26.0,13.25,0.75,0.3999999999999999,1.7,0.2885196374622356,0.1588785046728971,0.22,0.2357962447844228,0.5795,1.955,-0.031339879578308576,-0.060691904884654896
265.0,Walker Kessler,C,21.0,21.5,2.9,2.1,7.1,0.2779456193353474,0.0841121495327102,0.672,0.5994436717663422,0.451,-1.03,1.2785031282540227,1.300525672785213
266.0,Braxton Key,SF,25.0,18.6,2.9,0.0,0.0,0.039274924471299,0.0,0.024,0.0034770514603616,0.207,-7.73,-0.07434572488667776,-0.12070531982708056
267.0,Louis King,PF,23.0,21.3,2.3,0.0,0.1,0.6042296072507553,0.1869158878504673,0.32,0.019471488178025,0.659,4.37,0.3289116819502552,0.195470470566838
268.0,Corey Kispert,SF,23.0,11.5,-1.5,0.2,3.8,0.3353474320241691,0.1121495327102803,0.2239999999999999,0.7368915159944368,0.427,-1.06,0.06373060383757592,0.167645260834532
269.0,Maxi Kleber,PF,31.0,8.7,-2.2,0.0,1.3,0.1782477341389728,0.1308411214953271,0.288,0.3313977746870654,0.463,-0.14,-0.45754659047996676,-0.4057374342836863
270.0,Nathan Knight,C,25.0,14.5,-3.2,-0.1,0.7,0.1117824773413897,0.02803738317757,0.12,0.103164116828929,0.512,-0.22,-0.34709522195039655,-0.3391747175577838
271.0,Kevin Knox,PF,23.0,12.4,-4.6,-0.2,0.1,0.2567975830815709,0.0841121495327102,0.264,0.1300764951321279,0.402,-3.96,-0.4590901661222949,-0.308072851993922
271.0,Kevin Knox,SF,23.0,10.3,-2.8,-0.1,0.5,0.1691842900302114,0.0373831775700934,0.208,0.2103963838664812,0.207,-7.73,-0.4991740396656356,-0.3235277003291276
272.0,Christian Koloko,C,22.0,11.4,-3.5,-0.3,1.7,0.093655589123867,0.0467289719626168,0.2319999999999999,0.2829624478442281,0.5,1.59,-0.3623491727654076,-0.2868998625055311
273.0,John Konchar,SF,26.0,10.8,0.5,0.9,3.5,0.1540785498489426,0.1308411214953271,0.344,0.5260083449235049,0.622,3.6,0.0798018152177119,0.08249593547837247
274.0,Furkan Korkmaz,SG,25.0,9.3,-4.4,-0.2,0.1,0.1148036253776434,0.0560747663551401,0.088,0.1253477051460361,0.659,4.37,-0.7059198456909599,-0.6101007756630901
275.0,Luke Kornet,C,27.0,16.7,1.0,0.6,3.3,0.1148036253776434,0.0747663551401869,0.2319999999999999,0.2829276773296245,0.695,6.38,0.25762169434398124,0.27130893970912034
276.0,Vit Krejci,PG,22.0,7.7,-3.6,-0.1,0.1,0.0362537764350453,0.0560747663551401,0.072,0.0586578581363004,0.5,0.32,-0.7622438991835285,-0.6376700659189736
277.0,Jonathan Kuminga,PF,20.0,13.3,-1.7,0.1,2.4,0.2990936555891239,0.1775700934579439,0.272,0.4912378303198887,0.537,1.66,0.016692040753281748,0.16554382295842113
278.0,Kyle Kuzma,PF,27.0,14.3,-1.7,0.2,0.9,0.6404833836858006,0.3457943925233645,0.5760000000000001,0.7899860917941586,0.427,-1.06,0.12098571899301651,0.2732239362678137
279.0,Anthony Lamb,SF,25.0,10.9,-1.1,0.3,2.4,0.202416918429003,0.1401869158878504,0.28,0.4215229485396384,0.537,1.66,-0.13169963031395715,-0.06620475908607364
280.0,Jock Landale,C,27.0,16.4,-1.1,0.2,2.7,0.1993957703927492,0.0934579439252336,0.3279999999999999,0.3446453407510431,0.549,2.08,0.1401202578424829,0.11218543745149616
281.0,Romeo Langford,SG,23.0,10.4,-4.2,-0.5,0.5,0.2084592145015106,0.1121495327102803,0.216,0.2995827538247566,0.268,-9.82,-0.532245915254236,-0.4513166418795448
282.0,Jake LaRavia,PF,21.0,6.7,-3.5,-0.2,0.5,0.0906344410876132,0.0560747663551401,0.144,0.1473574408901251,0.622,3.6,-0.7309592856661249,-0.6715923489048217
283.0,Zach LaVine,SG,27.0,19.0,1.9,2.7,7.1,0.7492447129909365,0.3925233644859813,0.36,0.9742350486787204,0.488,1.37,1.2875237499158243,1.3082605175420579
284.0,A.J. Lawson,SG,22.0,23.95,0.3000000000000002,-0.05,0.05,0.0891238670694863,0.0046728971962616,0.0959999999999999,0.0197496522948539,0.4875,-0.18,0.15812520537469074,0.163891376871458
285.0,Damion Lee,SG,30.0,10.7,-1.7,0.1,2.6,0.2477341389728096,0.1214953271028037,0.24,0.5300417246175244,0.549,2.08,-0.18209482106996855,-0.13535372909529
286.0,Saben Lee,PG,23.0,12.95,-3.05,0.0,0.35,0.1404833836858005,0.1775700934579439,0.08,0.0677677329624477,0.6040000000000001,3.225,-0.3986800635690057,-0.4126136357135959
287.0,Alex Len,C,29.0,12.8,-4.0,-0.1,0.3,0.0513595166163141,0.0467289719626168,0.184,0.0574408901251738,0.585,2.3,-0.5147388507593911,-0.44670906816230227
288.0,Kawhi Leonard,SF,31.0,23.9,6.1,3.5,7.1,0.7190332326283988,0.3644859813084112,0.52,0.6187760778859527,0.537,0.31,1.7014228937063405,1.6439542186240574
289.0,Meyers Leonard,C,30.0,12.0,-5.0,-0.1,0.3,0.1450151057401812,0.0093457943925233,0.304,0.0433588317107093,0.707,3.61,-0.5480638012282213,-0.4783600182781994
290.0,Caris LeVert,SG,28.0,12.4,-0.2,1.0,4.4,0.3655589123867069,0.3644859813084112,0.304,0.7876216968011126,0.622,5.23,0.3494604664028025,0.2957932245390681
291.0,Kira Lewis Jr.,PG,21.0,14.5,-0.3,0.1,0.6,0.1389728096676737,0.0841121495327102,0.104,0.0842837273991655,0.512,1.63,-0.20936730580019491,-0.1513278423467293
292.0,Damian Lillard,PG,32.0,26.7,7.1,4.9,9.0,0.972809667673716,0.6822429906542057,0.384,0.7445410292072323,0.402,-3.96,2.293964150207346,2.1556857641624405
293.0,Nassir Little,SF,22.0,10.2,-3.0,-0.3,0.7,0.1993957703927492,0.0841121495327102,0.208,0.3449582753824756,0.402,-3.96,-0.4697763837933892,-0.4152380492433829
294.0,Isaiah Livers,PF,24.0,8.4,-2.4,-0.1,1.0,0.202416918429003,0.0747663551401869,0.2239999999999999,0.4242350486787204,0.207,-7.73,-0.4947329883344338,-0.43768785302381635
295.0,Kenneth Lofton Jr.,PF,20.0,20.2,-0.4,0.1,0.5,0.1510574018126888,0.0747663551401869,0.168,0.063038942976356,0.622,3.6,0.07844457652932124,0.00816544629579374
