Player,Pos,Rk,Age,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP
Jalen Johnson,SF,244.0,21.0,0.8414634146341463,0.072289156626506,0.2053571428571428,0.2072072072072072,0.491,0.0816326530612244,0.131578947368421,0.288,0.1714285714285714,0.1741573033707865,0.587,0.537,0.0699999999999999,0.089430894308943,0.628,0.1372549019607843,0.34375,0.32,0.1121495327102803,0.1666666666666666,0.1666666666666666,0.1463414634146341,0.32,0.1691842900302114,14.1,0.554,0.323,0.242,5.3,24.6,14.8,10.4,1.7,2.8,10.3,16.0,0.8,1.3,2.1,0.099,-1.2,1.5,0.3,0.6,0.3520205559448727
James Johnson,PF,245.0,35.0,0.2073170731707317,0.0120481927710843,0.1071428571428571,0.1216216216216216,0.449,0.0408163265306122,0.0701754385964912,0.2,0.1047619047619047,0.1067415730337078,0.559,0.48,0.02,0.032520325203252,0.5,0.0392156862745098,0.1458333333333333,0.136,0.0747663551401869,0.1333333333333333,0.0999999999999999,0.0975609756097561,0.36,0.0845921450151057,8.4,0.486,0.306,0.163,2.7,17.8,10.3,12.6,2.1,3.2,13.2,15.7,-0.1,0.2,0.1,0.017,-5.7,1.2,-4.4,-0.1,0.0563953682383955
Keon Johnson,SG,247.0,20.0,0.4756097560975609,0.0,0.1517857142857143,0.2027027027027027,0.376,0.1428571428571428,0.175438596491228,0.346,0.0952380952380952,0.1348314606741573,0.402,0.455,0.0699999999999999,0.08130081300813,0.659,0.0588235294117647,0.0833333333333333,0.088,0.1401869158878504,0.1666666666666666,0.0666666666666666,0.2682926829268293,0.22,0.1419939577039275,9.0,0.482,0.455,0.23,3.0,9.2,6.1,20.9,2.2,1.3,18.0,25.0,-0.7,0.2,-0.5,-0.057,-3.8,-1.6,-5.4,-0.4,0.1416224513631661
Stanley Johnson,SF,248.0,26.0,0.3536585365853658,0.0,0.1964285714285714,0.1846846846846846,0.533,0.1224489795918367,0.1140350877192982,0.45,0.1523809523809524,0.1516853932584269,0.573,0.607,0.09,0.1056910569105691,0.667,0.1372549019607843,0.25,0.256,0.205607476635514,0.1666666666666666,0.0666666666666666,0.2682926829268293,0.32,0.175226586102719,13.5,0.625,0.328,0.32,4.9,17.7,11.1,19.0,1.6,1.1,19.2,15.2,0.5,0.3,0.7,0.076,-0.8,-0.2,-1.0,0.1,0.161043814863016
Carlik Jones,PG,250.0,25.0,0.073170731707317,0.0,0.0803571428571428,0.0945945945945946,0.4,0.0816326530612244,0.0789473684210526,0.5,0.0380952380952381,0.0730337078651685,0.333,0.5,0.0699999999999999,0.089430894308943,0.625,0.0196078431372549,0.0625,0.0559999999999999,0.0841121495327102,0.0999999999999999,0.0,0.073170731707317,0.06,0.0876132930513595,11.1,0.54,0.4,0.533,2.1,8.0,5.1,13.9,1.7,0.0,9.7,16.2,0.0,0.1,0.1,0.078,-2.8,0.4,-2.5,0.0,0.0206894250342042
Damian Jones,C,251.0,27.0,0.3211382113821138,0.0080321285140562,0.119047619047619,0.09609609609609608,0.6316666666666667,0.047619047619047596,0.0350877192982456,0.434,0.10476190476190472,0.09363295880149806,0.6513333333333333,0.6849999999999999,0.053333333333333295,0.056910569105691,0.7623333333333333,0.2026143790849673,0.2083333333333333,0.24,0.0373831775700934,0.0666666666666666,0.1666666666666666,0.1382113821138211,0.2733333333333334,0.10674723061430007,13.033333333333333,0.7133333333333333,0.18833333333333332,0.35400000000000004,9.9,18.233333333333334,14.166666666666666,3.933333333333333,0.8000000000000002,4.0,18.73333333333333,11.066666666666668,0.4666666666666666,0.3333333333333333,0.7999999999999999,0.11866666666666666,-2.1,0.39999999999999997,-1.7333333333333334,0.0,0.10938699235826073
Derrick Jones Jr.,PF,252.0,25.0,0.7682926829268293,0.0,0.1607142857142857,0.1621621621621621,0.5,0.0816326530612244,0.1140350877192982,0.338,0.1333333333333333,0.1292134831460674,0.587,0.559,0.1,0.1056910569105691,0.738,0.1764705882352941,0.15625,0.192,0.0467289719626168,0.1666666666666666,0.1999999999999999,0.0975609756097561,0.26,0.1510574018126888,13.8,0.597,0.348,0.365,7.7,11.6,9.7,5.1,1.6,4.0,8.6,14.5,1.2,1.2,2.4,0.131,-1.2,0.8,-0.4,0.3,0.3019988654186272
Kai Jones,C,254.0,22.0,0.5487804878048781,0.0,0.1339285714285714,0.1171171171171171,0.558,0.0204081632653061,0.0350877192982456,0.211,0.1333333333333333,0.1235955056179775,0.624,0.575,0.04,0.048780487804878,0.731,0.1568627450980392,0.1979166666666666,0.216,0.02803738317757,0.1333333333333333,0.2333333333333333,0.1707317073170731,0.2799999999999999,0.1027190332326283,10.8,0.597,0.158,0.217,7.0,17.0,11.9,3.7,1.5,4.7,19.1,12.4,0.0,0.7,0.7,0.062,-4.8,0.8,-4.0,-0.3,0.1868722261153936
DeAndre Jordan,C,257.0,34.0,0.4634146341463415,0.0963855421686747,0.2053571428571428,0.1306306306306306,0.765,0.0,0.0,1.0,0.2095238095238095,0.1629213483146067,0.763,0.77,0.06,0.097560975609756,0.458,0.2549019607843137,0.3958333333333333,0.416,0.0841121495327102,0.0999999999999999,0.1999999999999999,0.2926829268292683,0.36,0.1540785498489426,14.7,0.731,0.009,0.417,10.5,28.6,19.8,7.7,1.0,3.5,26.1,13.7,0.5,0.9,1.4,0.112,-2.4,0.7,-1.8,0.0,0.1998865418627156
Cory Joseph,PG,258.0,31.0,0.7439024390243902,0.0240963855421686,0.2142857142857143,0.2567567567567568,0.427,0.2244897959183673,0.2543859649122806,0.389,0.1238095238095238,0.1573033707865168,0.468,0.527,0.09,0.097560975609756,0.792,0.0588235294117647,0.1458333333333333,0.136,0.3271028037383178,0.1666666666666666,0.0333333333333333,0.2195121951219512,0.2799999999999999,0.2084592145015106,12.1,0.558,0.513,0.205,1.8,7.9,4.8,25.4,1.3,0.6,12.8,15.2,1.5,0.3,1.8,0.07,-0.7,-0.8,-1.5,0.2,0.4153902626222178
Nikola Jović,PF,259.0,19.0,0.1707317073170731,0.0963855421686747,0.1696428571428571,0.2072072072072072,0.406,0.1020408163265306,0.2017543859649122,0.229,0.1238095238095238,0.1292134831460674,0.588,0.464,0.12,0.1056910569105691,0.947,0.1176470588235294,0.15625,0.168,0.0654205607476635,0.1666666666666666,0.0333333333333333,0.1707317073170731,0.26,0.1661631419939577,10.6,0.53,0.507,0.275,5.0,13.1,8.9,7.3,1.7,1.0,11.4,19.0,0.0,0.2,0.2,0.053,-3.4,0.0,-3.4,-0.1,0.0719458070544265
Johnny Juzang,SG,260.0,21.0,0.2073170731707317,0.0,0.1696428571428571,0.2612612612612612,0.337,0.1632653061224489,0.3070175438596491,0.238,0.1047619047619047,0.1292134831460674,0.488,0.409,0.01,0.016260162601626,0.5,0.0784313725490196,0.1770833333333333,0.176,0.0373831775700934,0.0666666666666666,0.0666666666666666,0.048780487804878,0.1399999999999999,0.1450151057401812,6.5,0.411,0.606,0.038,3.8,14.3,9.1,4.7,0.8,1.1,2.8,19.6,-0.3,0.1,-0.2,-0.032,-4.3,-2.2,-6.5,-0.3,0.0810558280775519
Mfiondu Kabengele,PF,261.0,25.0,0.0365853658536585,0.0,0.0446428571428571,0.081081081081081,0.286,0.0,0.0701754385964912,0.0,0.0476190476190476,0.0561797752808988,0.5,0.286,0.05,0.040650406504065,1.0,0.2549019607843137,0.1354166666666666,0.2,0.0,0.1666666666666666,0.0,0.073170731707317,0.16,0.0453172205438066,8.1,0.381,0.429,0.286,15.4,14.9,15.2,0.0,2.7,0.0,11.3,10.8,0.0,0.1,0.1,0.067,-6.6,-2.4,-8.9,-0.1,0.014349117362432
Frank Kaminsky,C,262.0,29.0,0.28048780487804875,0.0,0.07440476190476183,0.081081081081081,0.4586666666666666,0.06802721088435366,0.08187134502923973,0.35733333333333334,0.04444444444444443,0.04681647940074903,0.5703333333333334,0.5519999999999999,0.04,0.035230352303523,0.9026666666666667,0.04575163398692811,0.1319444444444444,0.11733333333333328,0.08722741433021804,0.0555555555555555,0.0444444444444444,0.048780487804878,0.09999999999999999,0.07049345417925473,15.600000000000001,0.5963333333333333,0.5243333333333333,0.246,4.133333333333334,21.53333333333333,12.733333333333334,19.433333333333334,1.1333333333333333,2.3666666666666667,8.933333333333334,14.200000000000001,0.3333333333333333,0.13333333333333333,0.4666666666666666,0.13699999999999998,1.4666666666666668,1.5666666666666667,3.033333333333333,0.19999999999999998,0.0537480117017608
Luke Kennard,SG,264.0,26.0,0.5609756097560975,0.1506024096385542,0.26785714285714285,0.28153153153153154,0.478,0.40816326530612235,0.36842105263157887,0.47050000000000003,0.0952380952380952,0.1179775280898876,0.4905,0.635,0.055,0.0528455284552845,0.9495,0.04901960784313725,0.23958333333333331,0.20400000000000001,0.1214953271028037,0.1666666666666666,0.0333333333333333,0.2073170731707317,0.26999999999999996,0.25830815709969784,11.75,0.6535,0.665,0.0985,1.05,11.8,6.5,8.25,1.25,0.4,11.15,14.75,1.35,0.8999999999999999,2.25,0.097,-0.39999999999999997,-0.05,-0.44999999999999996,0.45,0.34688156972669937
Braxton Key,SF,266.0,25.0,0.024390243902439,0.0,0.0267857142857142,0.0135135135135135,1.0,0.0,0.0,0.0,0.0285714285714285,0.0168539325842696,1.0,1.0,0.0699999999999999,0.056910569105691,1.0,0.0,0.03125,0.024,0.0,0.0,0.0,0.0,0.0,0.039274924471299,18.6,1.064,0.0,2.0,0.0,12.7,6.2,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.242,2.1,0.8,2.9,0.0,0.0033370040377748
Corey Kispert,SF,268.0,23.0,0.8902439024390244,0.5421686746987951,0.3482142857142857,0.3558558558558559,0.497,0.4489795918367347,0.4561403508771929,0.424,0.1619047619047619,0.1516853932584269,0.637,0.637,0.1,0.097560975609756,0.852,0.0784313725490196,0.25,0.2239999999999999,0.1121495327102803,0.1333333333333333,0.0333333333333333,0.1707317073170731,0.26,0.3353474320241691,11.5,0.657,0.656,0.15,1.8,8.9,5.5,5.7,0.7,0.4,8.1,14.1,2.9,0.9,3.8,0.088,-0.1,-1.4,-1.5,0.2,0.7072112657256316
Maxi Kleber,PF,269.0,31.0,0.4390243902439024,0.0602409638554216,0.1875,0.2072072072072072,0.456,0.2244897959183673,0.2631578947368421,0.348,0.0952380952380952,0.0842696629213483,0.667,0.571,0.0699999999999999,0.08130081300813,0.711,0.1568627450980392,0.2916666666666667,0.288,0.1308411214953271,0.0999999999999999,0.2666666666666666,0.1707317073170731,0.4599999999999999,0.1782477341389728,8.7,0.592,0.663,0.225,3.7,13.3,8.4,7.5,0.6,2.9,12.7,10.3,0.7,0.6,1.3,0.067,-2.2,0.0,-2.2,0.0,0.3180498548403244
Nathan Knight,C,270.0,25.0,0.4512195121951219,0.0,0.1071428571428571,0.0945945945945946,0.568,0.0408163265306122,0.0526315789473684,0.364,0.0952380952380952,0.0898876404494382,0.644,0.617,0.1,0.1219512195121951,0.684,0.1176470588235294,0.09375,0.12,0.02803738317757,0.0999999999999999,0.0666666666666666,0.1463414634146341,0.22,0.1117824773413897,14.5,0.655,0.272,0.704,8.6,12.8,10.8,6.1,1.6,1.8,16.5,18.7,0.4,0.3,0.7,0.116,-2.4,-0.8,-3.2,-0.1,0.0990089098007808
Kevin Knox,PF,271.0,23.0,0.2439024390243902,0.0481927710843373,0.2857142857142857,0.3288288288288288,0.444,0.2040816326530612,0.2894736842105262,0.314,0.2095238095238095,0.2247191011235955,0.554,0.516,0.1,0.1056910569105691,0.741,0.1372549019607843,0.2708333333333333,0.264,0.0841121495327102,0.1666666666666666,0.0,0.2195121951219512,0.2,0.2567975830815709,12.4,0.54,0.458,0.176,4.4,17.7,11.0,7.7,1.4,0.0,9.8,22.1,0.0,0.2,0.1,0.019,-2.0,-2.7,-4.6,-0.2,0.1248373210531584
Kevin Knox,SF,271.0,23.0,0.5,0.0120481927710843,0.1785714285714285,0.1936936936936936,0.469,0.2040816326530612,0.2456140350877192,0.371,0.0952380952380952,0.0842696629213483,0.651,0.589,0.06,0.065040650406504,0.788,0.0980392156862745,0.21875,0.208,0.0373831775700934,0.0999999999999999,0.0999999999999999,0.1951219512195122,0.36,0.1691842900302114,10.3,0.612,0.648,0.184,3.6,17.0,10.1,3.7,1.1,1.8,14.2,16.2,0.2,0.3,0.5,0.043,-2.1,-0.6,-2.8,-0.1,0.2019221143257583
Kevin Knox,SF-PF,271.0,23.0,0.7560975609756098,0.0602409638554216,0.2142857142857143,0.2387387387387387,0.458,0.2040816326530612,0.2631578947368421,0.349,0.1333333333333333,0.1292134831460674,0.596,0.556,0.0699999999999999,0.08130081300813,0.767,0.0980392156862745,0.2395833333333333,0.2239999999999999,0.0467289719626168,0.1333333333333333,0.0666666666666666,0.1951219512195122,0.3,0.1993957703927492,11.1,0.579,0.56,0.181,3.9,17.3,10.5,5.2,1.2,1.1,12.2,18.4,0.2,0.5,0.7,0.034,-2.1,-1.4,-3.5,-0.4,0.3220542596856542
John Konchar,SF,273.0,26.0,0.8658536585365854,0.2771084337349397,0.1696428571428571,0.1981981981981982,0.431,0.1632653061224489,0.219298245614035,0.339,0.1047619047619047,0.1123595505617977,0.545,0.525,0.04,0.040650406504065,0.778,0.1764705882352941,0.3541666666666667,0.344,0.1308411214953271,0.3666666666666667,0.0999999999999999,0.1219512195121951,0.32,0.1540785498489426,10.8,0.542,0.553,0.113,4.5,17.4,11.0,8.2,2.4,1.5,9.9,10.4,1.0,2.5,3.5,0.111,-1.9,2.4,0.5,0.9,0.5048219708345847
Furkan Korkmaz,SG,274.0,25.0,0.4390243902439024,0.0,0.1160714285714285,0.1351351351351351,0.432,0.1020408163265306,0.1052631578947368,0.391,0.0761904761904762,0.1011235955056179,0.462,0.514,0.0699999999999999,0.08130081300813,0.722,0.0392156862745098,0.1041666666666666,0.088,0.0560747663551401,0.0999999999999999,0.0333333333333333,0.1463414634146341,0.1,0.1148036253776434,9.3,0.552,0.414,0.324,2.0,11.8,7.0,8.8,1.4,0.8,15.9,19.1,-0.2,0.3,0.1,0.019,-3.3,-1.0,-4.4,-0.2,0.1202989955617846
Luke Kornet,C,275.0,27.0,0.8292682926829268,0.0,0.1428571428571428,0.1126126126126126,0.665,0.0,0.0175438596491228,0.231,0.1523809523809524,0.1292134831460674,0.701,0.674,0.05,0.048780487804878,0.821,0.2352941176470588,0.1666666666666666,0.2319999999999999,0.0747663551401869,0.0666666666666666,0.2333333333333333,0.0975609756097561,0.24,0.1148036253776434,16.7,0.697,0.076,0.229,11.9,14.8,13.4,9.1,0.7,4.9,11.8,11.5,2.1,1.2,3.3,0.198,-0.4,1.3,1.0,0.6,0.2715320185537425
Vit Krejci,PG,276.0,22.0,0.3414634146341463,0.0,0.0446428571428571,0.0585585585585585,0.405,0.0408163265306122,0.0614035087719298,0.238,0.0285714285714285,0.0337078651685393,0.625,0.473,0.0,0.008130081300813,0.5,0.0392156862745098,0.0729166666666666,0.072,0.0560747663551401,0.0666666666666666,0.0,0.048780487804878,0.12,0.0362537764350453,7.7,0.475,0.568,0.054,3.9,13.4,8.6,12.4,1.4,0.5,11.7,10.9,0.0,0.1,0.1,0.042,-4.2,0.6,-3.6,-0.1,0.0562952581172623
Jonathan Kuminga,PF,277.0,20.0,0.8048780487804879,0.1927710843373494,0.3482142857142857,0.3333333333333333,0.525,0.1632653061224489,0.1929824561403509,0.37,0.2952380952380952,0.2921348314606741,0.59,0.579,0.13,0.1707317073170731,0.652,0.196078431372549,0.25,0.272,0.1775700934579439,0.1999999999999999,0.1666666666666666,0.3414634146341463,0.4599999999999999,0.2990936555891239,13.3,0.597,0.294,0.278,5.6,12.5,9.1,12.7,1.4,2.0,14.6,19.6,1.0,1.4,2.4,0.084,-1.7,-0.1,-1.7,0.1,0.4714519304568358
Anthony Lamb,SF,279.0,25.0,0.7439024390243902,0.0481927710843373,0.2142857142857143,0.2297297297297297,0.471,0.2448979591836734,0.2807017543859649,0.367,0.1142857142857142,0.1067415730337078,0.652,0.588,0.0699999999999999,0.08130081300813,0.767,0.1764705882352941,0.2708333333333333,0.28,0.1401869158878504,0.1666666666666666,0.0999999999999999,0.2195121951219512,0.44,0.202416918429003,10.9,0.61,0.634,0.191,5.3,14.4,9.9,10.5,1.1,1.5,13.7,13.8,1.2,1.2,2.4,0.096,-1.6,0.4,-1.1,0.3,0.4045449994994494
Jock Landale,C,280.0,27.0,0.8292682926829268,0.0481927710843373,0.2321428571428571,0.2207207207207207,0.528,0.0612244897959183,0.1052631578947368,0.25,0.219047619047619,0.2078651685393258,0.621,0.559,0.11,0.1219512195121951,0.752,0.3333333333333333,0.2395833333333333,0.3279999999999999,0.0934579439252336,0.0666666666666666,0.1333333333333333,0.2195121951219512,0.36,0.1993957703927492,16.4,0.595,0.249,0.312,13.2,18.6,15.8,10.1,0.8,2.7,13.3,19.3,1.5,1.2,2.7,0.132,-0.7,-0.4,-1.1,0.2,0.3307638402242467
Romeo Langford,SG,281.0,23.0,0.5121951219512195,0.253012048192771,0.25,0.2702702702702703,0.467,0.0816326530612244,0.1228070175438596,0.262,0.2285714285714285,0.2584269662921348,0.53,0.498,0.09,0.1056910569105691,0.696,0.2549019607843137,0.1354166666666666,0.216,0.1121495327102803,0.1999999999999999,0.0999999999999999,0.1707317073170731,0.32,0.2084592145015106,10.4,0.524,0.236,0.216,7.1,7.7,7.4,7.9,1.3,1.3,9.6,15.4,0.3,0.2,0.5,0.029,-2.6,-1.5,-4.2,-0.5,0.2875162678946841
Jake LaRavia,PF,282.0,21.0,0.4146341463414634,0.0,0.0982142857142857,0.1216216216216216,0.389,0.1428571428571428,0.175438596491228,0.338,0.0380952380952381,0.0393258426966292,0.542,0.516,0.02,0.024390243902439,0.778,0.0980392156862745,0.1354166666666666,0.144,0.0560747663551401,0.0999999999999999,0.0333333333333333,0.1219512195121951,0.2799999999999999,0.0906344410876132,6.7,0.531,0.747,0.095,4.9,11.3,8.1,6.2,1.4,0.9,15.4,11.7,0.0,0.5,0.5,0.054,-3.9,0.4,-3.5,-0.2,0.1414222311208996
Damion Lee,SG,285.0,30.0,0.8902439024390244,0.0602409638554216,0.2410714285714286,0.2747747747747747,0.442,0.3061224489795918,0.2894736842105262,0.445,0.1142857142857142,0.1573033707865168,0.439,0.564,0.13,0.1138211382113821,0.904,0.0980392156862745,0.2604166666666667,0.24,0.1214953271028037,0.1333333333333333,0.0333333333333333,0.2682926829268293,0.32,0.2477341389728096,10.7,0.607,0.546,0.23,2.8,14.0,8.3,8.9,1.0,0.4,13.5,16.3,1.1,1.4,2.6,0.081,-1.3,-0.4,-1.7,0.1,0.5086928955184037
Saben Lee,PG,286.0,23.0,0.2804878048780488,0.0120481927710843,0.1785714285714285,0.22297297297297294,0.399,0.0918367346938775,0.1096491228070175,0.373,0.1428571428571428,0.2078651685393258,0.40800000000000003,0.445,0.17499999999999993,0.19512195121951215,0.737,0.10784313725490194,0.14062499999999994,0.152,0.2570093457943925,0.2666666666666666,0.0,0.23170731707317072,0.26,0.1858006042296072,13.1,0.5135000000000001,0.248,0.479,3.8499999999999996,9.85,6.800000000000001,24.15,2.45,0.2,13.5,19.3,0.25,0.4,0.7,0.0905,-2.7,0.9,-1.8,0.0,0.12725664898054526
Alex Len,C,287.0,29.0,0.3048780487804878,0.0240963855421686,0.0535714285714285,0.054054054054054,0.533,0.0,0.0087719298245614,0.0,0.0571428571428571,0.0617977528089887,0.571,0.533,0.04,0.048780487804878,0.688,0.1764705882352941,0.1458333333333333,0.184,0.0467289719626168,0.0666666666666666,0.1333333333333333,0.1463414634146341,0.22,0.0513595166163141,12.8,0.58,0.067,0.533,17.2,25.4,21.3,9.3,1.2,6.0,30.2,14.1,0.1,0.2,0.3,0.085,-4.9,0.9,-4.0,-0.1,0.0551273067040411
Meyers Leonard,C,289.0,30.0,0.0975609756097561,0.0240963855421686,0.1428571428571428,0.1441441441441441,0.483,0.1632653061224489,0.175438596491228,0.389,0.0761904761904762,0.0674157303370786,0.636,0.603,0.09,0.08130081300813,0.889,0.2549019607843137,0.25,0.304,0.0093457943925233,0.0666666666666666,0.0,0.1707317073170731,0.36,0.1450151057401812,12.0,0.652,0.621,0.31,11.4,19.4,15.5,1.2,0.8,0.0,15.4,14.4,0.2,0.1,0.3,0.126,-2.8,-2.2,-5.0,-0.1,0.0416124403510528
Kira Lewis Jr.,PG,291.0,21.0,0.2926829268292683,0.0,0.1428571428571428,0.1576576576576576,0.455,0.1224489795918367,0.1228070175438596,0.441,0.0952380952380952,0.1235955056179775,0.463,0.54,0.08,0.073170731707317,0.864,0.0392156862745098,0.1145833333333333,0.104,0.0841121495327102,0.1333333333333333,0.0333333333333333,0.0975609756097561,0.2,0.1389728096676737,14.5,0.584,0.386,0.25,2.4,13.5,8.0,14.0,2.1,0.8,9.3,19.7,0.3,0.3,0.6,0.122,-0.8,0.5,-0.3,0.1,0.0808889778756632
Nassir Little,SF,293.0,22.0,0.6463414634146342,0.0481927710843373,0.2232142857142857,0.2522522522522522,0.442,0.2244897959183673,0.2543859649122806,0.367,0.1333333333333333,0.1516853932584269,0.524,0.538,0.06,0.073170731707317,0.717,0.0980392156862745,0.21875,0.208,0.0841121495327102,0.1333333333333333,0.1333333333333333,0.1707317073170731,0.24,0.1993957703927492,10.2,0.555,0.521,0.152,3.2,13.5,8.3,7.3,1.0,1.8,10.0,16.0,0.2,0.4,0.7,0.032,-1.6,-1.4,-3.0,-0.3,0.3310641705876464
Isaiah Livers,PF,294.0,24.0,0.6219512195121951,0.2650602409638554,0.2053571428571428,0.2477477477477477,0.417,0.2857142857142857,0.3421052631578947,0.365,0.0857142857142857,0.0898876404494382,0.541,0.545,0.06,0.065040650406504,0.821,0.0980392156862745,0.2291666666666666,0.2239999999999999,0.0747663551401869,0.1666666666666666,0.1666666666666666,0.1463414634146341,0.4,0.202416918429003,8.4,0.567,0.705,0.135,2.5,11.0,6.6,4.8,1.1,2.1,9.0,11.9,0.5,0.5,1.0,0.041,-2.1,-0.3,-2.4,-0.1,0.4071478626489138
Kenneth Lofton Jr.,PF,295.0,20.0,0.2804878048780488,0.0120481927710843,0.1785714285714285,0.1756756756756756,0.527,0.0612244897959183,0.0614035087719298,0.353,0.1714285714285714,0.1797752808988764,0.566,0.559,0.0699999999999999,0.089430894308943,0.593,0.1568627450980392,0.1354166666666666,0.168,0.0747663551401869,0.0666666666666666,0.0333333333333333,0.1219512195121951,0.24,0.1510574018126888,20.2,0.572,0.183,0.29,11.5,19.2,15.4,18.1,1.3,1.0,10.3,27.6,0.3,0.2,0.5,0.145,0.7,-1.1,-0.4,0.1,0.0604998832048586
Robin Lopez,C,298.0,34.0,0.4390243902439024,0.0240963855421686,0.1160714285714285,0.0900900900900901,0.64,0.0204081632653061,0.0087719298245614,0.5,0.1142857142857142,0.1067415730337078,0.648,0.653,0.04,0.040650406504065,0.778,0.1176470588235294,0.0833333333333333,0.1119999999999999,0.0467289719626168,0.0333333333333333,0.0666666666666666,0.1707317073170731,0.24,0.0906344410876132,11.6,0.675,0.053,0.24,9.1,11.0,10.0,9.1,0.3,2.5,23.2,16.1,0.2,0.3,0.6,0.094,-3.4,0.3,-3.0,-0.1,0.1018119931925117
Trey Lyles,PF,301.0,27.0,0.8902439024390244,0.0,0.2232142857142857,0.2477477477477477,0.458,0.2448979591836734,0.2807017543859649,0.363,0.1333333333333333,0.1292134831460674,0.595,0.565,0.1399999999999999,0.1382113821138211,0.815,0.1764705882352941,0.3229166666666667,0.3279999999999999,0.0841121495327102,0.1333333333333333,0.1333333333333333,0.2195121951219512,0.26,0.2296072507552869,14.2,0.607,0.588,0.304,6.3,21.1,13.7,7.0,1.0,2.2,12.2,18.1,1.4,1.2,2.6,0.098,0.0,-0.9,-1.0,0.3,0.4210965395268128
Théo Maledon,PG,302.0,21.0,0.524390243902439,0.0843373493975903,0.2053571428571428,0.2612612612612612,0.402,0.1224489795918367,0.1929824561403509,0.295,0.1619047619047619,0.2022471910112359,0.465,0.457,0.1399999999999999,0.1382113821138211,0.851,0.0588235294117647,0.2604166666666667,0.2239999999999999,0.3271028037383178,0.2666666666666666,0.0999999999999999,0.3170731707317074,0.2799999999999999,0.202416918429003,11.6,0.515,0.374,0.291,1.7,13.9,7.7,24.2,2.1,1.2,17.1,17.0,0.0,0.9,0.8,0.047,-3.0,0.5,-2.5,-0.1,0.2907865318517035
Sandro Mamukelashvili,C,303.0,23.0,0.39634146341463417,0.04216867469879515,0.1383928571428571,0.1734234234234234,0.375,0.10204081632653055,0.1578947368421052,0.261,0.1,0.11516853932584264,0.48650000000000004,0.4375,0.07,0.08536585365853655,0.6755,0.23529411764705885,0.22395833333333331,0.264,0.0981308411214953,0.08333333333333325,0.08333333333333325,0.14634146341463417,0.2,0.12839879154078546,10.95,0.474,0.491,0.279,10.1,18.3,14.25,11.05,0.95,1.7,12.05,16.35,0.15000000000000002,0.4,0.55,0.056,-2.55,-0.45,-3.0,-0.1,0.14971468615477018
Terance Mann,SG,304.0,26.0,0.975609756097561,0.4337349397590361,0.3035714285714286,0.2927927927927928,0.519,0.2040816326530612,0.2105263157894736,0.389,0.2285714285714285,0.2247191011235955,0.598,0.593,0.11,0.1219512195121951,0.78,0.196078431372549,0.2604166666666667,0.272,0.2149532710280373,0.1666666666666666,0.0999999999999999,0.2439024390243902,0.36,0.2658610271903323,13.4,0.619,0.378,0.225,4.7,11.8,8.3,14.0,1.1,1.0,12.2,15.3,2.8,1.5,4.3,0.111,-0.3,0.1,-0.2,0.8,0.6317282343911637
Tre Mann,PG,305.0,21.0,0.8048780487804879,0.0602409638554216,0.2589285714285714,0.3378378378378378,0.393,0.2448979591836734,0.3333333333333333,0.315,0.1619047619047619,0.2022471910112359,0.475,0.474,0.06,0.065040650406504,0.764,0.0784313725490196,0.1979166666666666,0.184,0.1682242990654205,0.1999999999999999,0.0666666666666666,0.2195121951219512,0.3,0.2326283987915408,10.0,0.492,0.513,0.11,2.4,11.8,7.0,14.0,1.6,0.9,10.6,20.7,-0.6,1.1,0.5,0.021,-3.0,-1.0,-3.9,-0.6,0.4000066740080756
Boban Marjanović,C,306.0,34.0,0.3658536585365853,0.0,0.1160714285714285,0.0855855855855855,0.683,0.0,0.0,0.0,0.1238095238095238,0.1067415730337078,0.695,0.683,0.06,0.073170731707317,0.741,0.1176470588235294,0.1354166666666666,0.152,0.02803738317757,0.0666666666666666,0.0333333333333333,0.1219512195121951,0.06,0.0996978851963746,23.4,0.71,0.017,0.45,12.7,26.0,19.3,8.7,1.4,1.1,16.3,20.8,0.4,0.1,0.6,0.158,3.0,-1.5,1.6,0.2,0.0582307204591717
Naji Marshall,SF,308.0,25.0,0.926829268292683,0.253012048192771,0.2857142857142857,0.3333333333333333,0.433,0.183673469387755,0.2456140350877192,0.303,0.2285714285714285,0.2584269662921348,0.513,0.49,0.18,0.1869918699186991,0.789,0.1176470588235294,0.3125,0.288,0.2336448598130841,0.2333333333333333,0.0666666666666666,0.3170731707317074,0.3,0.2749244712990936,11.4,0.539,0.382,0.306,3.0,14.6,8.8,14.4,1.5,0.7,13.0,17.8,0.5,2.0,2.5,0.068,-1.9,0.0,-1.9,0.1,0.60509894216972
