Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
9,Jose Alvarado,,24,NOP,0.7317073170731707,0.12048192771084337,0.5125,0.29464285714285715,0.3603603603603604,0.411,0.2857142857142857,0.3508771929824561,0.336,0.18095238095238095,0.2247191011235955,0.488,0.496,0.11000000000000001,0.1056910569105691,0.813,0.09803921568627452,0.19791666666666666,0.184,0.28037383177570097,0.3666666666666667,0.06666666666666667,0.3170731707317074,0.4,0.2719033232628399
10,Kyle Anderson,,29,MIN,0.8292682926829268,0.5542168674698795,0.6849999999999999,0.3303571428571429,0.32432432432432434,0.509,0.12244897959183672,0.13157894736842105,0.41,0.2857142857142857,0.3202247191011236,0.536,0.553,0.13999999999999999,0.16260162601626016,0.735,0.19607843137254904,0.45833333333333337,0.424,0.4579439252336449,0.3666666666666667,0.3,0.3658536585365854,0.42000000000000004,0.283987915407855
11,Giannis Antetokounmpo,,28,MIL,0.7560975609756098,0.7590361445783133,0.7775000000000001,1.0,0.9144144144144145,0.553,0.14285714285714285,0.2368421052631579,0.275,1.0,0.9887640449438203,0.596,0.572,0.79,1.0,0.645,0.4313725490196079,1.0,0.9440000000000001,0.5327102803738318,0.26666666666666666,0.26666666666666666,0.951219512195122,0.62,0.9395770392749244
12,Thanasis Antetokounmpo,,30,MIL,0.43902439024390244,0.0,0.11499999999999999,0.044642857142857144,0.05405405405405406,0.435,0.0,0.017543859649122806,0.0,0.047619047619047616,0.056179775280898875,0.526,0.435,0.03,0.048780487804878044,0.5,0.07843137254901962,0.08333333333333334,0.096,0.03738317757009346,0.03333333333333333,0.03333333333333333,0.07317073170731708,0.12,0.042296072507552865
13,Cole Anthony,,22,ORL,0.7195121951219512,0.04819277108433735,0.6224999999999999,0.4107142857142857,0.45945945945945943,0.454,0.2653061224489796,0.2982456140350877,0.364,0.3238095238095238,0.37640449438202245,0.5,0.516,0.25,0.2276422764227642,0.894,0.15686274509803924,0.4166666666666667,0.384,0.36448598130841126,0.19999999999999998,0.16666666666666666,0.3658536585365854,0.52,0.39274924471299094
14,OG Anunoby,,25,TOR,0.8048780487804879,0.8072289156626506,0.865,0.5625,0.5945945945945946,0.476,0.42857142857142855,0.4824561403508772,0.387,0.4,0.43258426966292135,0.539,0.556,0.21000000000000002,0.2032520325203252,0.838,0.27450980392156865,0.36458333333333337,0.4,0.1869158878504673,0.6333333333333333,0.2333333333333333,0.48780487804878053,0.6,0.5075528700906344
15,Ryan Arcidiacono,,28,TOT,0.23170731707317074,0.04819277108433735,0.19,0.044642857142857144,0.08558558558558559,0.243,0.08163265306122448,0.10526315789473684,0.348,0.009523809523809525,0.03932584269662921,0.071,0.351,0.0,0.0,0.0,0.0,0.08333333333333334,0.064,0.11214953271028037,0.09999999999999999,0.0,0.09756097560975611,0.18,0.03927492447129909
15,Ryan Arcidiacono,,28,NYK,0.12195121951219512,0.0,0.034999999999999996,0.00892857142857143,0.022522522522522525,0.2,0.02040816326530612,0.02631578947368421,0.333,0.0,0.011235955056179775,0.0,0.3,0.0,0.0,0.0,0.0,0.04166666666666667,0.032,0.01869158878504673,0.06666666666666667,0.0,0.02439024390243903,0.06,0.009063444108761328
15,Ryan Arcidiacono,,28,POR,0.0975609756097561,0.04819277108433735,0.38,0.08035714285714286,0.16216216216216217,0.25,0.16326530612244897,0.1929824561403509,0.35,0.009523809523809525,0.07303370786516854,0.083,0.359,0.0,0.0,0.0,0.0,0.125,0.096,0.21495327102803738,0.09999999999999999,0.0,0.17073170731707318,0.32,0.07854984894259819
16,Deni Avdija,,22,WAS,0.9146341463414634,0.4819277108433735,0.64,0.29464285714285715,0.34234234234234234,0.437,0.18367346938775508,0.2719298245614035,0.297,0.22857142857142856,0.2584269662921348,0.53,0.497,0.16,0.17886178861788618,0.739,0.19607843137254904,0.5625000000000001,0.512,0.2616822429906542,0.3,0.13333333333333333,0.39024390243902446,0.5599999999999999,0.2779456193353474
17,Deandre Ayton,,24,PHO,0.8048780487804879,0.8072289156626506,0.735,0.6964285714285715,0.5945945945945946,0.589,0.02040816326530612,0.03508771929824561,0.292,0.7333333333333334,0.7247191011235955,0.597,0.592,0.22999999999999998,0.24390243902439024,0.76,0.5098039215686275,0.7708333333333334,0.8,0.15887850467289721,0.19999999999999998,0.26666666666666666,0.4390243902439025,0.5599999999999999,0.5438066465256798
18,Udoka Azubuike,,23,UTA,0.4268292682926829,0.04819277108433735,0.225,0.14285714285714288,0.0900900900900901,0.819,0.0,0.0,0.0,0.1523809523809524,0.11235955056179775,0.819,0.819,0.02,0.048780487804878044,0.35,0.17647058823529413,0.25,0.264,0.028037383177570093,0.06666666666666667,0.13333333333333333,0.12195121951219513,0.18,0.10574018126888217
19,Marvin Bagley III,,23,DET,0.5,0.30120481927710846,0.5650000000000001,0.4285714285714286,0.4099099099099099,0.529,0.1020408163265306,0.14035087719298245,0.288,0.41904761904761906,0.42134831460674155,0.579,0.554,0.19,0.2113821138211382,0.75,0.4313725490196079,0.43750000000000006,0.512,0.08411214953271029,0.16666666666666666,0.2333333333333333,0.26829268292682934,0.38,0.36253776435045315
20,Patrick Baldwin Jr.,,20,GSW,0.36585365853658536,0.0,0.1575,0.125,0.15765765765765766,0.394,0.2040816326530612,0.2368421052631579,0.381,0.0380952380952381,0.0449438202247191,0.44,0.541,0.01,0.016260162601626015,0.667,0.0,0.13541666666666669,0.10400000000000001,0.03738317757009346,0.06666666666666667,0.03333333333333333,0.09756097560975611,0.1,0.11782477341389727
21,LaMelo Ball,,21,CHO,0.4268292682926829,0.43373493975903615,0.8550000000000001,0.7321428571428571,0.9009009009009009,0.411,0.8163265306122448,0.9298245614035087,0.376,0.4,0.5280898876404494,0.45,0.51,0.27999999999999997,0.2764227642276422,0.836,0.23529411764705882,0.5520833333333334,0.512,0.7850467289719627,0.43333333333333335,0.09999999999999999,0.878048780487805,0.6599999999999999,0.7039274924471299
22,Mo Bamba,,24,TOT,0.5853658536585366,0.08433734939759036,0.3675,0.2142857142857143,0.22072072072072074,0.485,0.2040816326530612,0.21929824561403508,0.387,0.13333333333333333,0.1348314606741573,0.59,0.585,0.08,0.1056910569105691,0.661,0.23529411764705882,0.3541666666666667,0.368,0.08411214953271029,0.09999999999999999,0.3,0.14634146341463417,0.42000000000000004,0.19939577039274922
22,Mo Bamba,,24,ORL,0.47560975609756095,0.07228915662650602,0.4,0.2410714285714286,0.24324324324324326,0.495,0.22448979591836735,0.2368421052631579,0.398,0.1523809523809524,0.15168539325842698,0.594,0.596,0.09,0.1056910569105691,0.686,0.23529411764705882,0.3541666666666667,0.368,0.10280373831775702,0.09999999999999999,0.3333333333333333,0.14634146341463417,0.44000000000000006,0.22054380664652568
22,Mo Bamba,,24,LAL,0.0975609756097561,0.012048192771084338,0.22000000000000003,0.10714285714285715,0.13513513513513514,0.407,0.12244897959183672,0.15789473684210525,0.313,0.06666666666666667,0.06741573033707865,0.545,0.5,0.06999999999999999,0.09756097560975609,0.545,0.23529411764705882,0.34375,0.368,0.03738317757009346,0.03333333333333333,0.19999999999999998,0.21951219512195125,0.42000000000000004,0.11178247734138973
23,Paolo Banchero,,20,ORL,0.8658536585365854,0.8674698795180723,0.82,0.5982142857142858,0.7027027027027027,0.427,0.24489795918367344,0.3508771929824561,0.298,0.5238095238095238,0.6516853932584269,0.471,0.465,0.55,0.6016260162601625,0.738,0.23529411764705882,0.59375,0.552,0.3457943925233645,0.26666666666666666,0.16666666666666666,0.6829268292682927,0.44000000000000006,0.6042296072507553
24,Desmond Bane,,24,MEM,0.6951219512195121,0.6987951807228916,0.7675,0.6964285714285715,0.7297297297297297,0.479,0.5918367346938775,0.6140350877192983,0.408,0.4666666666666667,0.5168539325842696,0.534,0.568,0.31,0.2845528455284553,0.883,0.13725490196078433,0.4479166666666667,0.4,0.4112149532710281,0.3333333333333333,0.13333333333333333,0.5365853658536587,0.52,0.6495468277945619
25,Dalano Banton,,23,TOR,0.36585365853658536,0.024096385542168676,0.2,0.16071428571428573,0.1891891891891892,0.423,0.1020408163265306,0.14035087719298245,0.294,0.12380952380952381,0.14044943820224717,0.506,0.481,0.05,0.06504065040650406,0.708,0.07843137254901962,0.11458333333333334,0.12,0.11214953271028037,0.13333333333333333,0.13333333333333333,0.14634146341463417,0.22000000000000003,0.1389728096676737
26,Dominick Barlow,,19,SAS,0.32926829268292684,0.0,0.33999999999999997,0.14285714285714288,0.13963963963963966,0.535,0.0,0.008771929824561403,0.0,0.1523809523809524,0.16292134831460672,0.561,0.535,0.06,0.07317073170731707,0.72,0.3137254901960785,0.20833333333333334,0.28800000000000003,0.08411214953271029,0.13333333333333333,0.2333333333333333,0.12195121951219513,0.4,0.11782477341389727
27,Harrison Barnes,,30,SAC,0.9878048780487805,0.9879518072289156,0.7875,0.4107142857142857,0.43243243243243246,0.473,0.32653061224489793,0.3771929824561403,0.374,0.2857142857142857,0.29775280898876405,0.553,0.556,0.43,0.4065040650406504,0.847,0.21568627450980396,0.3541666666666667,0.36,0.14953271028037385,0.2333333333333333,0.03333333333333333,0.24390243902439027,0.26,0.45317220543806647
28,Scottie Barnes,,21,TOR,0.926829268292683,0.9156626506024096,0.845,0.5357142857142857,0.5945945945945946,0.456,0.16326530612244897,0.25438596491228066,0.281,0.49523809523809526,0.5786516853932584,0.505,0.487,0.25,0.26016260162601623,0.772,0.45098039215686275,0.4479166666666667,0.528,0.4485981308411215,0.3666666666666667,0.26666666666666666,0.48780487804878053,0.44000000000000006,0.4622356495468278
29,RJ Barrett,,22,NYK,0.8780487804878049,0.8795180722891566,0.8225,0.625,0.7252252252252254,0.434,0.346938775510204,0.46491228070175433,0.31,0.5047619047619047,0.6067415730337079,0.495,0.485,0.4,0.43902439024390244,0.74,0.15686274509803924,0.43750000000000006,0.4,0.2616822429906542,0.13333333333333333,0.06666666666666667,0.5365853658536587,0.5,0.5921450151057402
30,Will Barton,,32,TOT,0.6707317073170732,0.024096385542168676,0.4175,0.22321428571428573,0.2927927927927928,0.379,0.24489795918367344,0.2807017543859649,0.367,0.12380952380952381,0.18539325842696627,0.391,0.47,0.06999999999999999,0.06504065040650406,0.787,0.058823529411764705,0.22916666666666669,0.192,0.1869158878504673,0.16666666666666666,0.06666666666666667,0.21951219512195125,0.2,0.20543806646525678
30,Will Barton,,32,WAS,0.47560975609756095,0.0,0.465,0.25,0.31981981981981983,0.386,0.2653061224489796,0.30701754385964913,0.377,0.14285714285714285,0.20786516853932585,0.395,0.477,0.09,0.08943089430894309,0.778,0.058823529411764705,0.2604166666666667,0.22399999999999998,0.22429906542056074,0.13333333333333333,0.09999999999999999,0.26829268292682934,0.2,0.2326283987915408
30,Will Barton,,32,TOR,0.18292682926829268,0.024096385542168676,0.305,0.16071428571428573,0.22072072072072074,0.354,0.18367346938775508,0.22807017543859648,0.333,0.08571428571428572,0.1292134831460674,0.378,0.443,0.01,0.008130081300813007,1.0,0.058823529411764705,0.13541666666666669,0.128,0.10280373831775702,0.2333333333333333,0.06666666666666667,0.04878048780487806,0.22000000000000003,0.13595166163141995
31,Charles Bassey,,22,SAS,0.4146341463414634,0.024096385542168676,0.3375,0.22321428571428573,0.17567567567567569,0.644,0.02040816326530612,0.017543859649122806,0.375,0.22857142857142856,0.20224719101123595,0.661,0.656,0.06,0.08943089430894309,0.595,0.411764705882353,0.3541666666666667,0.44,0.12149532710280375,0.16666666666666666,0.3,0.29268292682926833,0.42000000000000004,0.17220543806646527
32,Keita Bates-Diop,,27,SAS,0.8048780487804879,0.5060240963855421,0.5175,0.3125,0.31081081081081086,0.508,0.16326530612244897,0.18421052631578946,0.394,0.2571428571428572,0.2696629213483146,0.557,0.568,0.18,0.17886178861788618,0.793,0.19607843137254904,0.28125000000000006,0.29600000000000004,0.14018691588785048,0.2333333333333333,0.09999999999999999,0.19512195121951223,0.18,0.29305135951661626
33,Nicolas Batum,,34,LAC,0.9390243902439024,0.2289156626506024,0.5225,0.18750000000000003,0.22072072072072074,0.42,0.32653061224489793,0.3596491228070175,0.391,0.047619047619047616,0.0449438202247191,0.563,0.583,0.04,0.048780487804878044,0.708,0.15686274509803924,0.3125,0.304,0.14953271028037385,0.2333333333333333,0.19999999999999998,0.14634146341463417,0.38,0.18429003021148035
34,Darius Bazley,,22,TOT,0.5121951219512195,0.012048192771084338,0.3325,0.16964285714285715,0.19369369369369369,0.454,0.1020408163265306,0.10526315789473684,0.377,0.14285714285714285,0.16853932584269662,0.485,0.508,0.09,0.13008130081300812,0.543,0.15686274509803924,0.25,0.256,0.08411214953271029,0.16666666666666666,0.26666666666666666,0.14634146341463417,0.2,0.15709969788519637
34,Darius Bazley,,22,OKC,0.4268292682926829,0.012048192771084338,0.36,0.17857142857142858,0.19819819819819823,0.449,0.1020408163265306,0.11403508771929824,0.4,0.14285714285714285,0.17415730337078653,0.469,0.506,0.1,0.14634146341463414,0.554,0.15686274509803924,0.27083333333333337,0.272,0.08411214953271029,0.16666666666666666,0.26666666666666666,0.14634146341463417,0.2,0.16314199395770393
34,Darius Bazley,,22,PHO,0.07317073170731707,0.0,0.19249999999999998,0.1517857142857143,0.16216216216216217,0.48,0.06122448979591836,0.09649122807017545,0.25,0.13333333333333333,0.1348314606741573,0.588,0.52,0.03,0.05691056910569105,0.4,0.13725490196078433,0.16666666666666669,0.184,0.08411214953271029,0.13333333333333333,0.2333333333333333,0.17073170731707318,0.26,0.12084592145015105
35,Bradley Beal,,29,WAS,0.5975609756097561,0.6024096385542169,0.8125,0.7946428571428572,0.7927927927927929,0.506,0.32653061224489793,0.3859649122807018,0.365,0.6952380952380952,0.7415730337078651,0.552,0.551,0.38,0.3739837398373983,0.842,0.15686274509803924,0.3229166666666667,0.312,0.5046728971962617,0.3,0.2333333333333333,0.7073170731707318,0.42000000000000004,0.7009063444108761
36,Malik Beasley,,26,TOT,0.975609756097561,0.3253012048192771,0.62,0.4107142857142857,0.5225225225225225,0.395,0.5918367346938775,0.7105263157894737,0.357,0.1619047619047619,0.19101123595505617,0.484,0.52,0.06,0.06504065040650406,0.769,0.07843137254901962,0.3229166666666667,0.28,0.14018691588785048,0.26666666666666666,0.03333333333333333,0.26829268292682934,0.26,0.3836858006042296
36,Malik Beasley,,26,UTA,0.6585365853658537,0.1566265060240964,0.645,0.4285714285714286,0.5495495495495495,0.396,0.6326530612244897,0.7543859649122806,0.359,0.1619047619047619,0.20224719101123595,0.485,0.522,0.06999999999999999,0.06504065040650406,0.841,0.09803921568627452,0.3229166666666667,0.28800000000000003,0.15887850467289721,0.26666666666666666,0.03333333333333333,0.26829268292682934,0.27999999999999997,0.40483383685800606
36,Malik Beasley,,26,LAL,0.3048780487804878,0.1686746987951807,0.5725,0.35714285714285715,0.463963963963964,0.392,0.5102040816326531,0.631578947368421,0.353,0.14285714285714285,0.17415730337078653,0.481,0.515,0.05,0.06504065040650406,0.619,0.058823529411764705,0.3125,0.264,0.11214953271028037,0.26666666666666666,0.0,0.29268292682926833,0.24,0.33534743202416917
37,MarJon Beauchamp,,22,MIL,0.6219512195121951,0.13253012048192772,0.3125,0.16071428571428573,0.21171171171171171,0.395,0.18367346938775508,0.2368421052631579,0.331,0.08571428571428572,0.10674157303370786,0.485,0.492,0.05,0.05691056910569105,0.73,0.13725490196078433,0.15625,0.17600000000000002,0.06542056074766354,0.13333333333333333,0.03333333333333333,0.21951219512195125,0.27999999999999997,0.1540785498489426
38,Dāvis Bertāns,,30,DAL,0.5365853658536586,0.012048192771084338,0.2475,0.13392857142857142,0.16216216216216217,0.431,0.24489795918367344,0.2719298245614035,0.39,0.02857142857142857,0.02247191011235955,0.737,0.603,0.03,0.024390243902439022,0.867,0.03921568627450981,0.10416666666666667,0.096,0.04672897196261683,0.06666666666666667,0.06666666666666667,0.04878048780487806,0.24,0.1389728096676737
39,Patrick Beverley,,34,TOT,0.8048780487804879,0.8072289156626506,0.6525000000000001,0.18750000000000003,0.24324324324324326,0.4,0.24489795918367344,0.3157894736842105,0.335,0.09523809523809523,0.10112359550561797,0.529,0.511,0.06999999999999999,0.08130081300813008,0.723,0.13725490196078433,0.3125,0.29600000000000004,0.2710280373831776,0.3,0.19999999999999998,0.21951219512195125,0.5599999999999999,0.18731117824773413
39,Patrick Beverley,,34,LAL,0.5365853658536586,0.5421686746987951,0.6475,0.19642857142857145,0.24324324324324326,0.402,0.24489795918367344,0.30701754385964913,0.348,0.08571428571428572,0.10112359550561797,0.506,0.517,0.09,0.08943089430894309,0.78,0.09803921568627452,0.27083333333333337,0.248,0.2429906542056075,0.3,0.19999999999999998,0.21951219512195125,0.5599999999999999,0.1933534743202417
39,Patrick Beverley,,34,CHI,0.25609756097560976,0.26506024096385544,0.6625,0.18750000000000003,0.24324324324324326,0.395,0.22448979591836735,0.32456140350877194,0.309,0.09523809523809523,0.09550561797752809,0.579,0.5,0.04,0.05691056910569105,0.533,0.17647058823529413,0.4166666666666667,0.392,0.3271028037383178,0.3333333333333333,0.2333333333333333,0.19512195121951223,0.58,0.17522658610271902
40,Saddiq Bey,,23,TOT,0.926829268292683,0.4457831325301205,0.665,0.4107142857142857,0.490990990990991,0.422,0.4081632653061224,0.4736842105263158,0.361,0.24761904761904763,0.30337078651685395,0.483,0.513,0.27,0.25203252032520324,0.861,0.25490196078431376,0.3541666666666667,0.376,0.14018691588785048,0.3,0.06666666666666667,0.21951219512195125,0.32,0.4169184290030212
40,Saddiq Bey,,23,DET,0.6219512195121951,0.3614457831325301,0.6950000000000001,0.4196428571428572,0.527027027027027,0.404,0.38775510204081626,0.49122807017543857,0.345,0.26666666666666666,0.33707865168539325,0.46,0.488,0.35,0.3252032520325203,0.861,0.21568627450980396,0.36458333333333337,0.376,0.14953271028037385,0.3333333333333333,0.06666666666666667,0.24390243902439027,0.33999999999999997,0.4471299093655589
40,Saddiq Bey,,23,ATL,0.2926829268292683,0.08433734939759036,0.605,0.38392857142857145,0.4144144144144144,0.47,0.4081632653061224,0.43859649122807015,0.4,0.21904761904761902,0.23595505617977527,0.552,0.578,0.1,0.09756097560975609,0.862,0.3137254901960785,0.33333333333333337,0.384,0.1308411214953271,0.26666666666666666,0.0,0.17073170731707318,0.3,0.35045317220543803
41,Khem Birch,,30,TOR,0.23170731707317074,0.0,0.1775,0.08928571428571429,0.07207207207207207,0.594,0.02040816326530612,0.008771929824561403,0.5,0.08571428571428572,0.08426966292134831,0.6,0.609,0.02,0.024390243902439022,0.8,0.07843137254901962,0.09375,0.10400000000000001,0.03738317757009346,0.09999999999999999,0.09999999999999999,0.09756097560975611,0.24,0.06646525679758308
42,Goga Bitadze,,23,TOT,0.45121951219512196,0.012048192771084338,0.275,0.16071428571428573,0.14864864864864866,0.552,0.04081632653061224,0.06140350877192982,0.231,0.1619047619047619,0.14606741573033707,0.636,0.576,0.06,0.08943089430894309,0.548,0.3137254901960785,0.20833333333333334,0.28800000000000003,0.09345794392523366,0.13333333333333333,0.2333333333333333,0.14634146341463417,0.33999999999999997,0.13293051359516617
42,Goga Bitadze,,23,IND,0.24390243902439024,0.0,0.215,0.11607142857142859,0.11261261261261261,0.519,0.04081632653061224,0.06140350877192982,0.286,0.10476190476190476,0.10112359550561797,0.605,0.558,0.05,0.08943089430894309,0.458,0.23529411764705882,0.11458333333333334,0.184,0.08411214953271029,0.13333333333333333,0.16666666666666666,0.14634146341463417,0.32,0.09969788519637461
42,Goga Bitadze,,23,ORL,0.1951219512195122,0.012048192771084338,0.35,0.22321428571428573,0.19369369369369369,0.575,0.02040816326530612,0.06140350877192982,0.167,0.22857142857142856,0.20224719101123595,0.656,0.589,0.06999999999999999,0.08943089430894309,0.667,0.411764705882353,0.3229166666666667,0.41600000000000004,0.11214953271028037,0.13333333333333333,0.3,0.14634146341463417,0.36,0.17522658610271902
43,Bismack Biyombo,,30,PHO,0.7317073170731707,0.1686746987951807,0.3325,0.17857142857142858,0.15315315315315314,0.578,0.0,0.0,0.0,0.19047619047619047,0.19101123595505617,0.578,0.578,0.04,0.08943089430894309,0.357,0.29411764705882354,0.2916666666666667,0.344,0.08411214953271029,0.09999999999999999,0.4666666666666666,0.19512195121951223,0.38,0.1299093655589124
44,Buddy Boeheim,,23,DET,0.10975609756097561,0.0,0.2,0.044642857142857144,0.12162162162162163,0.185,0.08163265306122448,0.21929824561403508,0.16,0.009523809523809525,0.011235955056179775,0.5,0.259,0.02,0.016260162601626015,1.0,0.03921568627450981,0.04166666666666667,0.048,0.03738317757009346,0.06666666666666667,0.0,0.0,0.12,0.04833836858006042
45,Bogdan Bogdanović,,30,ATL,0.6463414634146342,0.10843373493975904,0.6725,0.45535714285714285,0.509009009009009,0.447,0.5510204081632653,0.5877192982456141,0.406,0.22857142857142856,0.2584269662921348,0.506,0.566,0.12,0.1138211382113821,0.831,0.07843137254901962,0.27083333333333337,0.248,0.2616822429906542,0.26666666666666666,0.09999999999999999,0.29268292682926833,0.32,0.4229607250755287
46,Bojan Bogdanović,,33,DET,0.7073170731707317,0.7108433734939759,0.7775000000000001,0.6517857142857143,0.6711711711711712,0.488,0.5102040816326531,0.5263157894736842,0.411,0.45714285714285713,0.5056179775280899,0.539,0.57,0.45,0.41463414634146334,0.884,0.11764705882352941,0.33333333333333337,0.304,0.2429906542056075,0.19999999999999998,0.03333333333333333,0.5609756097560976,0.38,0.6525679758308157
47,Bol Bol,,23,ORL,0.8414634146341463,0.39759036144578314,0.5125,0.3303571428571429,0.3063063063063063,0.546,0.08163265306122448,0.14035087719298245,0.265,0.3142857142857143,0.29213483146067415,0.633,0.577,0.12,0.12195121951219512,0.759,0.19607843137254904,0.5,0.46399999999999997,0.09345794392523366,0.13333333333333333,0.39999999999999997,0.39024390243902446,0.26,0.27492447129909364
48,Leandro Bolmaro,,22,UTA,0.15853658536585366,0.0,0.0975,0.01785714285714286,0.06306306306306306,0.15,0.0,0.02631578947368421,0.0,0.01904761904761905,0.06179775280898877,0.188,0.15,0.0,0.0,0.0,0.058823529411764705,0.020833333333333336,0.04,0.04672897196261683,0.06666666666666667,0.03333333333333333,0.12195121951219513,0.13999999999999999,0.012084592145015106
49,Devin Booker,,26,PHO,0.6341463414634146,0.6385542168674698,0.8400000000000001,0.8839285714285715,0.9054054054054055,0.494,0.42857142857142855,0.5263157894736842,0.351,0.7428571428571429,0.797752808988764,0.554,0.546,0.58,0.5528455284552845,0.855,0.17647058823529413,0.3854166666666667,0.36,0.5140186915887851,0.3333333333333333,0.09999999999999999,0.6585365853658538,0.6,0.8398791540785498
50,Brandon Boston Jr.,,21,LAC,0.25609756097560976,0.012048192771084338,0.2575,0.20535714285714285,0.24774774774774774,0.418,0.1020408163265306,0.11403508771929824,0.414,0.17142857142857143,0.23595505617977527,0.419,0.467,0.13,0.1382113821138211,0.763,0.058823529411764705,0.10416666666666667,0.11199999999999999,0.08411214953271029,0.13333333333333333,0.0,0.12195121951219513,0.2,0.19637462235649547
51,Chris Boucher,,30,TOR,0.9146341463414634,0.0,0.475,0.3035714285714286,0.3153153153153153,0.493,0.16326530612244897,0.21929824561403508,0.328,0.24761904761904763,0.25280898876404495,0.585,0.552,0.16999999999999998,0.17886178861788618,0.762,0.411764705882353,0.36458333333333337,0.44,0.03738317757009346,0.19999999999999998,0.26666666666666666,0.12195121951219513,0.38,0.283987915407855
