Player,Pos,Rk,Age,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP,W/L%,SRS
Nikola Jokić,C,290.0,26.0,0.9012345679012346,0.902439024390244,0.9035087719298246,0.8119266055045871,0.583,0.2888888888888889,0.3333333333333333,0.337,0.9473684210526316,0.7540983606557378,0.652,0.62,0.53125,0.5338983050847457,0.81,0.6086956521739131,1.0,0.9387755102040816,0.7314814814814815,0.6,0.3214285714285714,0.7916666666666666,0.52,0.8856209150326797,32.8,0.661,0.22,0.357,9.6,35.5,23.0,42.6,2.2,2.3,15.6,31.9,10.8,4.5,15.2,0.296,9.2,4.5,13.7,9.8,0.8686088402383261,0.646,3.04
Carlik Jones,PG,291.0,24.0,0.01851851851851845,0.0,0.0219298245614035,0.0756880733944954,0.25,0.0,0.0128205128205128,0.0,0.0263157894736842,0.08196721311475409,0.25,0.25,0.0364583333333333,0.0296610169491525,0.5,0.0326086956521739,0.0318181818181818,0.03401360544217685,0.07870370370370365,0.06,0.0,0.10416666666666664,0.0,0.02777777777777775,2.45,0.3135,0.0715,0.143,2.9,5.85,4.4,16.15,1.3,0.0,13.8,23.85,-0.1,0.0,-0.05,-0.184,-8.0,-4.0,-12.0,-0.05,0.0047284190106692,0.5545,1.45
Damian Jones,C,292.0,26.0,0.6790123456790124,0.1829268292682926,0.2719298245614035,0.2201834862385321,0.658,0.0444444444444444,0.0427350427350427,0.345,0.3052631578947368,0.2295081967213114,0.696,0.677,0.1770833333333333,0.1949152542372881,0.718,0.2826086956521739,0.2818181818181818,0.2993197278911565,0.1111111111111111,0.2,0.2857142857142857,0.2291666666666666,0.4599999999999999,0.2647058823529412,18.3,0.701,0.109,0.492,7.9,18.5,13.2,10.2,1.2,4.0,15.4,16.2,2.4,0.9,3.3,0.156,-0.2,0.5,0.3,0.6,0.3579049466537342,0.585,2.3
Derrick Jones Jr.,PF,293.0,24.0,0.6172839506172839,0.0975609756097561,0.1842105263157894,0.1743119266055045,0.538,0.0888888888888888,0.1025641025641025,0.328,0.1789473684210526,0.1420765027322404,0.634,0.59,0.1145833333333333,0.1186440677966101,0.8,0.2608695652173913,0.1909090909090909,0.2244897959183673,0.0555555555555555,0.2,0.2142857142857143,0.125,0.42,0.1830065359477124,13.0,0.633,0.313,0.359,7.6,13.6,10.6,4.4,1.4,3.2,11.7,12.5,1.4,0.8,2.2,0.119,-1.5,0.5,-0.9,0.2,0.3168213939309962,0.488,1.37
Herbert Jones,PF,294.0,23.0,0.9506172839506172,0.8414634146341463,0.3070175438596491,0.3394495412844037,0.476,0.1555555555555555,0.188034188034188,0.337,0.2947368421052631,0.2841530054644808,0.533,0.525,0.1875,0.1779661016949152,0.84,0.2826086956521739,0.2272727272727272,0.2585034013605442,0.1944444444444444,0.6799999999999999,0.2857142857142857,0.2708333333333333,0.62,0.3104575163398693,12.3,0.573,0.293,0.283,4.5,9.6,7.0,10.0,2.7,2.5,13.4,13.7,2.1,2.5,4.6,0.096,-2.0,1.5,-0.5,0.9,0.8185187751143134,0.512,1.63
Jemerrio Jones,SF,295.0,26.0,0.0123456790123456,0.0,0.087719298245614,0.0688073394495412,0.667,0.0,0.0,0.0,0.1052631578947368,0.081967213114754,0.667,0.667,0.0,0.0,0.0,0.2173913043478261,0.0454545454545454,0.1020408163265306,0.0,0.2,0.0,0.0,0.2,0.065359477124183,14.8,0.667,0.0,0.0,14.4,7.1,10.8,0.0,3.2,0.0,0.0,8.6,0.0,0.0,0.1,0.17,-1.1,0.1,-1.0,0.0,0.007101288624082,0.524,0.43
Kai Jones,C,296.0,21.0,0.2469135802469135,0.0,0.0350877192982456,0.0321100917431192,0.643,0.0,0.0085470085470085,0.5,0.0421052631578947,0.0327868852459016,0.667,0.679,0.0104166666666666,0.0338983050847457,0.375,0.0217391304347826,0.0363636363636363,0.0340136054421768,0.0185185185185185,0.0,0.0357142857142857,0.0625,0.08,0.0326797385620915,9.2,0.628,0.143,0.571,5.0,13.7,9.2,8.6,0.8,3.0,25.5,15.9,0.0,0.0,0.0,0.009,-5.2,-1.4,-6.6,-0.1,0.0221698766800609,0.329,-5.89
Mason Jones,SG,297.0,23.0,0.037037037037037,0.0,0.1578947368421052,0.1743119266055045,0.467,0.0666666666666666,0.0854700854700854,0.25,0.1578947368421052,0.1530054644808743,0.545,0.5,0.3125,0.3220338983050847,0.8,0.0652173913043478,0.209090909090909,0.1700680272108843,0.0925925925925925,0.2,0.0,0.0625,0.4,0.2222222222222222,17.8,0.625,0.267,1.0,2.1,18.9,10.5,10.9,1.9,0.0,4.4,19.0,0.2,0.0,0.2,0.201,-1.2,0.3,-0.9,0.0,0.0214077871691838,0.524,0.43
Tre Jones,PG,298.0,22.0,0.8395061728395061,0.1341463414634146,0.2105263157894736,0.2247706422018348,0.49,0.0222222222222222,0.0598290598290598,0.196,0.2421052631578947,0.2295081967213114,0.542,0.504,0.1041666666666666,0.1101694915254237,0.78,0.0869565217391304,0.1636363636363636,0.1496598639455782,0.3148148148148147,0.24,0.0357142857142857,0.1458333333333333,0.22,0.196078431372549,15.0,0.545,0.15,0.268,2.6,11.6,7.1,27.0,1.8,0.5,10.8,15.6,1.9,0.9,2.9,0.121,-0.9,0.4,-0.5,0.4,0.4027296660662324,0.268,-9.82
Tyus Jones,PG,299.0,25.0,0.8888888888888888,0.2804878048780488,0.2982456140350877,0.3486238532110091,0.451,0.2444444444444444,0.2393162393162393,0.39,0.2421052631578947,0.2622950819672131,0.487,0.524,0.0729166666666666,0.0762711864406779,0.818,0.0434782608695652,0.2,0.163265306122449,0.4074074074074074,0.36,0.0,0.125,0.08,0.284313725490196,16.5,0.544,0.371,0.12,1.1,11.0,5.9,28.2,2.0,0.1,7.3,16.6,3.4,1.6,5.1,0.158,1.2,0.5,1.7,1.4,0.5432312595261188,0.622,3.6
DeAndre Jordan,C,300.0,33.0,0.28395061728395055,0.12195121951219509,0.1710526315789473,0.14220183486238525,0.6335,0.0,0.0,0.0,0.20526315789473676,0.1693989071038251,0.6335,0.6335,0.0520833333333333,0.07203389830508469,0.588,0.39130434782608703,0.3454545454545454,0.38095238095238093,0.0416666666666666,0.08,0.25,0.1770833333333333,0.29000000000000004,0.142156862745098,17.0,0.636,0.0,0.27549999999999997,15.25,31.3,23.35,5.05,0.85,4.75,19.15,14.4,0.5,0.44999999999999996,0.95,0.14200000000000002,-1.55,-0.24999999999999994,-1.75,0.1,0.11157683247886929,0.5915,2.4
Cory Joseph,PG,301.0,30.0,0.7901234567901234,0.4756097560975609,0.2368421052631579,0.2844036697247706,0.445,0.2222222222222222,0.2051282051282051,0.414,0.1789473684210526,0.2021857923497267,0.465,0.526,0.15625,0.1440677966101694,0.885,0.0869565217391304,0.2,0.1836734693877551,0.3333333333333333,0.24,0.1071428571428571,0.2708333333333333,0.4599999999999999,0.261437908496732,11.4,0.579,0.393,0.283,1.9,10.3,5.9,21.8,1.3,1.0,15.9,14.3,1.7,0.8,2.5,0.075,-2.0,-0.1,-2.1,0.0,0.5620756547041706,0.207,-7.73
Georgios Kalaitzakis,SF,302.0,23.0,0.0679012345679012,0.024390243902439,0.3114035087719298,0.34862385321100914,0.4595,0.2444444444444444,0.2521367521367521,0.432,0.2526315789473684,0.25409836065573765,0.479,0.5405,0.15104166666666663,0.26694915254237284,0.45999999999999996,0.0978260869565217,0.14545454545454542,0.1428571428571428,0.13888888888888884,0.52,0.0714285714285714,0.4583333333333333,0.37,0.315359477124183,7.6,0.5355000000000001,0.3785,0.5965,5.1,7.8,6.4,5.7,1.95,1.3,20.4,19.0,-0.1,0.1,-0.05,-0.019,-5.35,-2.0,-7.35,-0.15000000000000002,0.04447831508937225,0.5974999999999999,2.285
Frank Kaminsky,C,303.0,28.0,0.0987654320987654,0.0,0.3508771929824561,0.3348623853211009,0.545,0.1333333333333333,0.1452991452991453,0.333,0.3578947368421052,0.3114754098360656,0.608,0.583,0.2083333333333333,0.1864406779661017,0.9,0.2608695652173913,0.3,0.3129251700680272,0.1296296296296296,0.36,0.2857142857142857,0.125,0.32,0.3464052287581699,21.3,0.635,0.227,0.303,6.7,17.3,12.1,10.1,2.1,3.4,6.3,19.0,0.5,0.3,0.9,0.228,2.4,2.5,4.9,0.3,0.0689691007343771,0.549,2.08
Luke Kennard,SG,304.0,25.0,0.8518518518518519,0.1585365853658536,0.3596491228070175,0.4174311926605504,0.449,0.6000000000000001,0.5128205128205129,0.449,0.1473684210526315,0.1693989071038251,0.449,0.598,0.1041666666666666,0.0932203389830508,0.896,0.0652173913043478,0.2727272727272727,0.2244897959183673,0.1944444444444444,0.24,0.0357142857142857,0.1875,0.2799999999999999,0.3888888888888889,13.3,0.619,0.662,0.121,1.1,11.2,6.3,11.2,1.1,0.3,8.2,16.8,2.8,1.7,4.5,0.113,0.8,-0.3,0.5,1.2,0.6735485658861022,0.537,0.31
Braxton Key,SF,305.0,24.0,0.0555555555555555,0.0,0.17982456140350875,0.20183486238532106,0.47850000000000004,0.07777777777777775,0.11538461538461535,0.15,0.1789473684210526,0.16666666666666663,0.76,0.5,0.04166666666666665,0.05932203389830505,0.269,0.19565217391304346,0.2045454545454545,0.21428571428571425,0.074074074074074,0.30000000000000004,0.2142857142857143,0.2083333333333333,0.32999999999999996,0.15686274509803919,11.45,0.504,0.393,0.093,12.7,19.9,16.1,17.05,5.300000000000001,2.6,30.3,24.45,0.0,0.15,0.1,-0.05500000000000001,-6.6,1.9,-4.7,-0.05,0.0376195094914784,0.433,-1.6800000000000002
George King,SF,306.0,28.0,0.037037037037037,0.0,0.0,0.0596330275229357,0.0,0.0,0.0854700854700854,0.0,0.0,0.0163934426229508,0.0,0.0,0.03125,0.0423728813559322,0.5,0.0,0.1181818181818181,0.0884353741496598,0.0,0.0,0.0,0.0625,0.2,0.0098039215686274,-12.3,0.085,0.8,0.4,0.0,29.3,14.6,0.0,0.0,0.0,14.5,16.3,-0.1,0.0,-0.1,-0.296,-16.5,-3.5,-20.1,-0.1,0.0075516142441457,0.463,-0.14
Louis King,SF,307.0,22.0,0.1111111111111111,0.0,0.131578947368421,0.2155963302752293,0.319,0.1777777777777777,0.2307692307692308,0.296,0.0736842105263157,0.1092896174863388,0.35,0.404,0.0729166666666666,0.0847457627118644,0.7,0.0,0.109090909090909,0.0816326530612245,0.0833333333333333,0.08,0.0357142857142857,0.0,0.2799999999999999,0.1470588235294117,8.1,0.438,0.574,0.213,0.0,12.7,6.3,12.5,0.9,0.8,0.0,21.2,0.0,0.0,0.0,0.0,-3.0,-1.6,-4.6,-0.1,0.038935845919357,0.585,2.3
Corey Kispert,SF,308.0,22.0,0.9382716049382716,0.4390243902439024,0.2631578947368421,0.3073394495412844,0.455,0.3333333333333333,0.358974358974359,0.35,0.1684210526315789,0.1366120218579234,0.629,0.564,0.0729166666666666,0.0677966101694915,0.871,0.1521739130434782,0.1818181818181818,0.1836734693877551,0.1018518518518518,0.2,0.1071428571428571,0.125,0.24,0.2679738562091503,10.9,0.586,0.623,0.121,3.3,9.4,6.4,6.7,1.0,1.0,8.5,14.6,1.6,0.7,2.3,0.061,-0.8,-1.5,-2.3,-0.1,0.631287238464736,0.427,-1.06
Maxi Kleber,PF,309.0,30.0,0.7160493827160493,0.2560975609756097,0.2105263157894736,0.2752293577981651,0.398,0.3111111111111111,0.3675213675213675,0.325,0.1052631578947368,0.0928961748633879,0.586,0.516,0.0833333333333333,0.0932203389830508,0.708,0.2608695652173913,0.4272727272727273,0.4013605442176871,0.1111111111111111,0.2,0.3571428571428571,0.1666666666666666,0.4599999999999999,0.2287581699346405,11.0,0.537,0.72,0.184,5.4,21.5,13.4,6.5,1.0,3.6,10.9,13.3,0.7,2.3,3.0,0.098,-1.6,1.2,-0.4,0.6,0.5101150062352777,0.463,-0.14
Brandon Knight,PG,310.0,30.0,0.0493827160493827,0.0,0.175438596491228,0.2293577981651376,0.4,0.1777777777777777,0.2905982905982906,0.235,0.1263157894736842,0.087431693989071,0.75,0.48,0.1666666666666666,0.135593220338983,1.0,0.0,0.1454545454545454,0.108843537414966,0.1481481481481481,0.08,0.0,0.1666666666666666,0.2,0.2091503267973856,13.0,0.561,0.68,0.32,0.0,13.7,6.8,18.6,0.8,0.0,12.3,22.5,0.1,0.1,0.1,0.091,-2.7,-1.9,-4.6,0.0,0.0263267285575723,0.463,-0.14
Nathan Knight,PF,311.0,24.0,0.4444444444444444,0.024390243902439,0.1052631578947368,0.110091743119266,0.511,0.0222222222222222,0.0341880341880341,0.308,0.1157894736842105,0.1092896174863388,0.547,0.534,0.125,0.135593220338983,0.733,0.1956521739130435,0.1272727272727272,0.1564625850340136,0.0555555555555555,0.08,0.0714285714285714,0.1041666666666666,0.22,0.1209150326797385,18.7,0.603,0.148,0.682,12.5,21.8,17.1,11.9,1.2,2.9,13.6,20.7,0.6,0.3,1.0,0.171,-0.7,0.1,-0.6,0.1,0.0942912567548843,0.512,-0.22
Kevin Knox,SF,312.0,22.0,0.17283950617283944,0.0,0.09210526315789469,0.1307339449541284,0.3655,0.12222222222222215,0.1581196581196581,0.27449999999999997,0.0526315789473684,0.05464480874316935,0.498,0.4555,0.0520833333333333,0.06355932203389825,0.725,0.108695652173913,0.09090909090909091,0.10204081632653055,0.02777777777777775,0.06,0.0357142857142857,0.0520833333333333,0.12,0.1029411764705882,10.85,0.493,0.639,0.2585,6.75,14.75,10.75,6.5,0.9,0.8500000000000001,6.949999999999999,20.05,0.0,0.1,0.1,0.0465,-1.9500000000000002,-2.2,-4.15,-0.05,0.04035610364417345,0.5365,1.655
John Konchar,SG,313.0,25.0,0.8765432098765432,0.0853658536585365,0.1666666666666666,0.1651376146788991,0.515,0.1555555555555555,0.1538461538461538,0.413,0.1263157894736842,0.1038251366120218,0.61,0.615,0.0416666666666666,0.059322033898305,0.551,0.2608695652173913,0.3090909090909091,0.3129251700680272,0.1388888888888888,0.24,0.1071428571428571,0.0833333333333333,0.26,0.1568627450980392,14.0,0.615,0.481,0.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,2.4,1.8,4.2,0.155,0.2,1.3,1.5,1.2,0.4530622142164334,0.622,3.6
Furkan Korkmaz,SG,314.0,24.0,0.8148148148148148,0.2317073170731707,0.2368421052631579,0.3211009174311926,0.387,0.2444444444444444,0.3418803418803419,0.289,0.1684210526315789,0.1639344262295081,0.515,0.469,0.1041666666666666,0.1101694915254237,0.81,0.0652173913043478,0.209090909090909,0.1768707482993197,0.1759259259259259,0.2,0.0357142857142857,0.1458333333333333,0.18,0.2483660130718954,10.2,0.502,0.566,0.179,1.8,11.9,6.9,13.1,1.2,0.6,8.6,17.6,0.1,1.1,1.2,0.041,-2.0,-1.1,-3.1,-0.4,0.4964320354718026,0.659,4.37
Luke Kornet,C,315.0,26.0,0.049382716049382665,0.0,0.04385964912280701,0.08103975535168194,0.25699999999999995,0.0,0.022792022792022765,0.0,0.0526315789473684,0.08014571948998177,0.31866666666666665,0.25699999999999995,0.04166666666666664,0.05084745762711864,0.4446666666666667,0.2028985507246377,0.0545454545454545,0.10430839002267571,0.037037037037037,0.04,0.0833333333333333,0.0,0.14,0.0457516339869281,7.5,0.2993333333333333,0.13,0.24766666666666667,21.400000000000002,8.6,14.9,7.433333333333334,0.6,2.6666666666666665,0.0,14.799999999999999,0.09999999999999999,0.06666666666666667,0.13333333333333333,0.031,-6.766666666666666,-4.1,-10.833333333333334,0.03333333333333333,0.013232645143411367,0.6746666666666666,5.073333333333333
Vit Krejci,SG,316.0,21.0,0.3580246913580246,0.0975609756097561,0.2017543859649122,0.2568807339449541,0.407,0.2444444444444444,0.282051282051282,0.327,0.1263157894736842,0.1256830601092896,0.522,0.503,0.0625,0.059322033898305,0.864,0.1304347826086956,0.2545454545454545,0.2312925170068027,0.1759259259259259,0.24,0.1071428571428571,0.2083333333333333,0.44,0.2026143790849673,8.5,0.529,0.587,0.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,0.1,0.5,0.6,0.042,-4.3,-1.0,-5.3,-0.6,0.2462934737425522,0.488,0.96
Arnoldas Kulboka,SF,317.0,24.0,0.0123456790123456,0.0,0.0,0.0229357798165137,0.0,0.0,0.0427350427350427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-10.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,-0.217,-14.7,-7.1,-21.8,0.0,0.0019052237771927,0.329,-5.89
Jonathan Kuminga,SF,318.0,19.0,0.8518518518518519,0.1463414634146341,0.2982456140350877,0.3027522935779816,0.513,0.1555555555555555,0.1794871794871795,0.336,0.2842105263157894,0.2404371584699453,0.598,0.567,0.1979166666666666,0.2288135593220339,0.684,0.1739130434782609,0.2363636363636363,0.2244897959183673,0.0833333333333333,0.16,0.1071428571428571,0.2291666666666666,0.42,0.303921568627451,15.2,0.6,0.324,0.413,5.1,16.1,10.8,8.4,1.3,1.8,12.0,22.7,1.3,1.8,3.0,0.123,-1.3,-0.2,-1.5,0.1,0.4156505473188305,0.537,1.66
Kyle Kuzma,PF,319.0,26.0,0.8024691358024691,0.8048780487804879,0.5614035087719298,0.6513761467889908,0.452,0.4222222222222222,0.4871794871794872,0.341,0.4736842105263157,0.4644808743169398,0.526,0.52,0.25,0.2796610169491525,0.712,0.2391304347826087,0.6727272727272727,0.5782312925170068,0.324074074074074,0.24,0.3214285714285714,0.5416666666666667,0.38,0.5588235294117647,15.2,0.547,0.401,0.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,0.0,2.0,2.0,0.044,0.2,-0.4,-0.2,1.0,0.7743522239157544,0.427,-1.06
Anthony Lamb,SF,320.0,24.0,0.0123456790123456,0.0,0.0,0.0458715596330275,0.0,0.0,0.0854700854700854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.0340136054421768,0.0925925925925925,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,1.0,0.0,0.0,13.2,6.6,27.9,0.0,0.0,0.0,10.6,0.0,0.0,0.0,-0.138,-6.2,-1.8,-8.0,0.0,0.0034640432312595,0.268,-9.82
Jeremy Lamb,SF,321.0,29.0,0.4691358024691358,0.0,0.1929824561403509,0.2660550458715596,0.373,0.2222222222222222,0.2564102564102564,0.333,0.1263157894736842,0.1530054644808743,0.414,0.458,0.1770833333333333,0.1779661016949152,0.838,0.0869565217391304,0.1818181818181818,0.163265306122449,0.1203703703703703,0.24,0.1428571428571428,0.125,0.22,0.2320261437908496,13.4,0.524,0.513,0.351,2.7,14.6,8.5,11.6,1.8,2.0,8.4,20.0,0.5,0.4,0.9,0.07,-0.2,-0.2,-0.5,0.2,0.2170915893030345,0.427,-2.91
Jeremy Lamb,SG,321.0,29.0,0.1975308641975308,0.0,0.2456140350877192,0.3211009174311926,0.403,0.2,0.2649572649572649,0.302,0.1999999999999999,0.2131147540983606,0.485,0.471,0.1354166666666666,0.1271186440677966,0.846,0.1304347826086956,0.2636363636363636,0.2380952380952381,0.1666666666666666,0.2,0.1785714285714285,0.1666666666666666,0.18,0.2581699346405229,13.1,0.514,0.445,0.218,3.7,16.7,10.1,13.5,1.2,2.2,9.1,19.1,0.1,0.2,0.3,0.051,-0.6,-0.9,-1.5,0.0,0.1173964251073853,0.585,2.3
Jock Landale,C,322.0,26.0,0.654320987654321,0.0121951219512195,0.1666666666666666,0.1743119266055045,0.495,0.1111111111111111,0.1367521367521367,0.326,0.1368421052631579,0.1147540983606557,0.626,0.566,0.0625,0.0677966101694915,0.829,0.2608695652173913,0.1272727272727272,0.1768707482993197,0.074074074074074,0.08,0.1071428571428571,0.125,0.2,0.1601307189542483,16.0,0.597,0.436,0.201,11.1,13.5,12.3,10.6,0.8,2.0,12.3,18.1,1.0,0.4,1.5,0.121,0.7,-1.1,-0.4,0.2,0.207115144797007,0.268,-9.82
Romeo Langford,SG,323.0,22.0,0.2839506172839506,0.03048780487804875,0.1228070175438596,0.13761467889908255,0.5,0.07777777777777775,0.10256410256410255,0.1745,0.11052631578947364,0.09836065573770489,0.6475,0.5395,0.0677083333333333,0.11864406779661016,0.4815,0.0760869565217391,0.12272727272727271,0.11564625850340135,0.0416666666666666,0.16,0.0714285714285714,0.04166666666666665,0.13,0.12254901960784309,8.7,0.5215000000000001,0.3685,0.664,2.3,10.25,6.300000000000001,4.7,1.25,1.0,3.7,11.65,0.1,0.5,0.65,0.0685,-3.05,0.35000000000000003,-2.7,0.1,0.13757447692947206,0.4815,-1.7200000000000002
Zach LaVine,SG,324.0,26.0,0.8148148148148148,0.8170731707317073,0.7368421052631579,0.8119266055045871,0.476,0.6222222222222222,0.6068376068376068,0.389,0.6,0.5792349726775956,0.534,0.554,0.5,0.4745762711864406,0.853,0.0652173913043478,0.3909090909090909,0.3129251700680272,0.4166666666666666,0.24,0.1071428571428571,0.5416666666666667,0.36,0.7973856209150326,20.0,0.605,0.401,0.316,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,4.5,1.3,5.8,0.12,3.9,-1.5,2.4,2.6,0.8177566856034362,0.488,1.37
Jake Layman,SF,325.0,27.0,0.4074074074074074,0.0121951219512195,0.0789473684210526,0.0963302752293578,0.411,0.0444444444444444,0.0854700854700854,0.229,0.0631578947368421,0.0601092896174863,0.579,0.466,0.0416666666666666,0.0423728813559322,0.722,0.0434782608695652,0.0818181818181818,0.0748299319727891,0.0277777777777777,0.08,0.0357142857142857,0.0625,0.08,0.0784313725490196,9.0,0.5,0.479,0.247,2.7,14.3,8.4,5.3,1.4,2.1,11.0,16.4,-0.1,0.2,0.1,0.024,-3.3,-0.6,-3.9,-0.1,0.0816821393930996,0.512,-0.22
Damion Lee,SG,326.0,29.0,0.7654320987654321,0.0609756097560975,0.2368421052631579,0.2798165137614679,0.441,0.2222222222222222,0.2564102564102564,0.337,0.1789473684210526,0.1693989071038251,0.541,0.523,0.1041666666666666,0.1016949152542372,0.88,0.0869565217391304,0.2545454545454545,0.217687074829932,0.0925925925925925,0.24,0.0357142857142857,0.125,0.3,0.2418300653594771,10.9,0.561,0.488,0.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,0.9,1.8,2.7,0.102,-2.4,0.4,-2.0,0.0,0.441284467230151,0.537,1.66
Saben Lee,PG,327.0,22.0,0.4444444444444444,0.0,0.1666666666666666,0.2201834862385321,0.39,0.0888888888888888,0.1367521367521367,0.233,0.1578947368421052,0.174863387978142,0.47,0.429,0.15625,0.1610169491525423,0.789,0.108695652173913,0.1727272727272727,0.163265306122449,0.2685185185185185,0.4,0.1071428571428571,0.2083333333333333,0.24,0.1830065359477124,13.8,0.499,0.339,0.401,3.1,13.0,7.8,26.2,2.9,1.8,14.7,17.3,0.3,0.7,0.9,0.073,-1.9,1.5,-0.4,0.2,0.2141817929887764,0.207,-7.73
Alex Len,C,328.0,28.0,0.4691358024691358,0.1219512195121951,0.2105263157894736,0.2064220183486238,0.534,0.0444444444444444,0.0427350427350427,0.286,0.2421052631578947,0.2185792349726776,0.568,0.551,0.1145833333333333,0.135593220338983,0.651,0.2826086956521739,0.2545454545454545,0.2789115646258503,0.1111111111111111,0.12,0.2142857142857143,0.2291666666666666,0.52,0.196078431372549,13.1,0.577,0.119,0.358,9.0,19.3,14.1,10.6,1.0,3.5,17.4,17.1,0.4,0.5,0.9,0.07,-3.2,0.3,-2.9,-0.1,0.2195857004295413,0.585,2.3
Caris LeVert,SG,329.0,27.0,0.345679012345679,0.298780487804878,0.5438596491228069,0.6444954128440367,0.441,0.29999999999999993,0.35470085470085466,0.318,0.5157894736842106,0.540983606557377,0.493,0.4885,0.23958333333333334,0.2627118644067796,0.7525,0.16304347826086954,0.2636363636363636,0.24489795918367346,0.38425925925925924,0.33999999999999997,0.1428571428571428,0.375,0.43999999999999995,0.5277777777777777,14.350000000000001,0.5205,0.2965,0.219,2.6500000000000004,10.45,6.550000000000001,21.65,1.4,1.05,10.75,24.55,0.6000000000000001,0.5,1.1,0.058499999999999996,-0.55,-1.2000000000000002,-1.7,0.15,0.31832825273659404,0.5245,1.1600000000000001
Kira Lewis Jr.,PG,330.0,20.0,0.2839506172839506,0.0,0.219298245614035,0.2798165137614679,0.404,0.1111111111111111,0.2051282051282051,0.224,0.1999999999999999,0.2021857923497267,0.523,0.449,0.0416666666666666,0.0423728813559322,0.833,0.0869565217391304,0.1181818181818181,0.108843537414966,0.1851851851851851,0.2,0.0,0.2291666666666666,0.1399999999999999,0.1928104575163398,9.8,0.466,0.397,0.082,2.9,10.0,6.3,21.7,1.6,0.3,14.7,22.3,-0.3,0.2,-0.1,-0.017,-2.8,-1.2,-4.0,-0.2,0.1223500069280864,0.512,1.63
Scottie Lewis,SG,331.0,21.0,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0520833333333333,0.0847457627118644,0.5,0.0,0.0,0.0,0.0462962962962962,0.2,0.0,0.0,0.0,0.0163398692810457,14.6,0.568,0.0,0.0,0.0,0.0,0.0,16.2,6.9,0.0,0.0,5.3,0.0,0.0,0.0,0.164,0.0,5.9,6.0,0.0,0.0029444367465705,0.329,-5.89
Damian Lillard,PG,332.0,31.0,0.345679012345679,0.3536585365853658,0.6754385964912281,0.8715596330275229,0.402,0.7111111111111111,0.8376068376068377,0.324,0.4736842105263157,0.5027322404371584,0.485,0.486,0.5729166666666667,0.5254237288135593,0.878,0.0869565217391304,0.3363636363636363,0.2789115646258503,0.6759259259259258,0.24,0.1428571428571428,0.6041666666666666,0.26,0.7843137254901961,18.5,0.55,0.514,0.328,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,1.7,0.1,1.7,0.079,4.0,-2.7,1.3,0.9,0.3777192739365387,0.402,-3.96
Nassir Little,SF,333.0,21.0,0.5061728395061729,0.2804878048780488,0.3070175438596491,0.3440366972477064,0.46,0.2666666666666666,0.3162393162393163,0.331,0.231578947368421,0.2076502732240437,0.584,0.541,0.1666666666666666,0.1864406779661017,0.734,0.3043478260869565,0.3818181818181818,0.3809523809523809,0.1203703703703703,0.24,0.3214285714285714,0.2083333333333333,0.4,0.3202614379084967,13.5,0.575,0.489,0.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,1.2,0.6,1.7,0.076,-0.9,-0.6,-1.4,0.2,0.3851669668837467,0.402,-3.96
Isaiah Livers,SF,334.0,23.0,0.2222222222222222,0.0609756097560975,0.1929824561403509,0.2155963302752293,0.456,0.3111111111111111,0.2905982905982906,0.422,0.0736842105263157,0.0765027322404371,0.538,0.606,0.0625,0.059322033898305,0.857,0.1739130434782609,0.2,0.2040816326530612,0.1018518518518518,0.2799999999999999,0.1428571428571428,0.1666666666666666,0.38,0.2091503267973856,11.1,0.629,0.711,0.156,4.0,12.5,8.0,8.0,1.7,1.6,13.5,12.4,0.4,0.3,0.7,0.085,-1.3,-0.2,-1.5,0.0,0.1389774144381321,0.207,-7.73
